YR,ST,FIPS5,ROWS_ALL,APPS,APPS_WIDE,DENIED,ORIG,ORIG_RS,ORIG_HOEPA,ORIG_LIEN1,ORIG_LIEN1_RS,AVG_RS
2017,FL,12003,1154,806,1046,242,538,122,0,490,121,2.844262
2016,PA,42079,10383,7806,9262,2306,5257,324,0,4637,316,2.277778
2017,MS,28163,781,647,716,228,392,59,1,263,57,4.033898
2017,UT,49005,5829,4019,4723,524,3346,132,1,3060,97,2.765152
2017,FL,12023,2540,1851,2347,746,1034,211,0,999,208,3.142180
2015,IN,18035,3548,2663,3076,649,1908,191,0,1748,187,2.502618
2017,AR,05135,632,436,541,124,285,40,0,271,39,3.125000
2015,PA,42123,1079,909,1050,258,628,78,0,549,75,2.435897
2017,SC,45003,7154,4840,5882,1156,3484,257,1,3361,254,2.918288
2015,MS,28163,664,533,589,165,346,38,0,222,36,4.342105
2017,IN,18151,1822,1350,1567,283,1010,74,0,927,71,2.202703
2017,NY,36121,1154,901,1015,211,668,29,0,532,28,2.379310
2016,KY,21199,1799,1268,1571,396,823,110,0,796,109,3.290909
2017,OH,39101,2001,1415,1690,321,1025,153,0,981,146,2.359477
2015,TX,48375,3621,2587,2983,636,1724,305,0,1587,292,2.724590
2016,OK,40121,1534,1127,1306,421,664,97,0,583,89,3.453608
2016,GA,13059,4325,3133,3660,588,2426,107,0,2339,106,2.214953
2015,MI,26023,1349,1091,1271,328,726,32,0,669,28,2.687500
2017,NH,33005,2460,1686,2069,428,1201,84,0,1156,80,2.380952
2016,OK,40021,1635,1203,1394,365,793,90,0,727,81,3.166667
2017,NC,37093,2984,1906,2438,480,1343,71,0,1299,70,3.225352
2017,WI,55125,1457,1167,1357,250,867,33,0,829,32,2.909091
2015,NE,31023,292,227,254,51,160,11,0,140,11,2.181818
2016,TX,48213,3660,2617,3190,893,1573,263,3,1489,258,3.520913
2017,MS,28027,385,301,355,146,141,9,1,115,9,3.666667
2017,PR,72061,1468,1174,1345,355,764,74,0,625,73,2.135135
2017,VA,51147,629,452,546,130,308,46,0,277,46,2.565217
2017,TX,48001,1436,1009,1237,353,603,141,1,560,141,3.198582
2017,ID,16051,1529,1084,1304,189,839,16,0,770,13,2.687500
2016,IL,17023,382,327,353,88,220,19,0,207,18,2.473684
2015,IA,19017,1466,1154,1302,123,1004,37,1,800,36,2.162162
2015,PA,42055,6000,4441,5114,1055,3163,160,1,2765,151,2.662500
2016,NC,37161,2425,1795,2226,594,1130,78,0,1092,78,2.923077
2017,MO,29167,1283,911,1066,190,694,64,0,668,64,2.531250
2015,IN,18059,4554,3251,3819,618,2476,187,0,2361,179,2.181818
2017,TN,47055,1213,781,1011,242,500,58,0,444,58,3.086207
2017,OH,39047,1044,755,905,188,543,62,0,508,62,2.596774
2017,VA,51630,1086,704,906,117,568,10,0,539,9,2.600000
2016,IN,18145,2128,1561,1841,440,1049,120,0,983,117,2.225000
2016,GA,13293,666,511,583,185,300,37,0,284,35,2.783784
2017,IL,17081,992,764,874,191,543,56,0,506,54,2.964286
2017,MO,29105,1464,1015,1242,279,700,79,0,653,77,2.734177
2015,IN,18091,4753,3457,4045,962,2360,244,6,2156,214,2.733607
2017,NC,37169,1534,1069,1389,275,749,75,0,708,73,2.546667
2015,MI,26127,857,670,770,170,478,27,1,464,27,2.703704
2017,VA,51820,1005,684,843,106,557,19,0,526,19,2.368421
2015,IL,17103,731,568,643,150,388,20,0,370,18,3.000000
2016,ND,38011,70,57,62,12,44,4,0,42,4,2.750000
2016,NC,37199,705,553,668,184,343,26,0,337,26,2.115385
2017,AR,05009,1506,1086,1287,193,860,108,0,807,107,2.407407
2017,MN,27085,1569,1133,1335,197,900,64,0,820,64,2.281250
2016,MN,27043,353,294,331,65,211,33,0,198,28,2.606061
2015,NC,37151,4788,3338,4165,995,2210,186,0,2057,182,2.779570
2017,SD,46125,407,298,335,48,226,21,0,222,21,2.380952
2017,VA,51029,620,423,566,174,237,27,0,197,27,2.740741
2017,AL,01019,952,699,833,239,426,54,2,383,53,3.500000
2016,KY,21125,2110,1482,1850,512,903,170,0,865,170,4.194118
2017,MO,29145,2437,1783,2102,457,1250,143,0,1179,140,3.000000
2016,WA,53027,3454,2400,3073,601,1695,140,0,1626,137,2.257143
2015,GA,13271,170,129,158,62,66,6,0,58,6,3.166667
2015,KS,20087,815,629,721,147,451,35,0,434,35,2.657143
2017,MS,28067,1941,1492,1756,394,1035,293,3,957,291,3.286689
2015,LA,22119,1308,1030,1205,315,677,173,13,618,169,4.098266
2015,WI,55103,420,347,393,74,265,15,0,252,13,2.666667
2015,PR,72107,319,290,307,139,137,8,0,47,8,2.250000
2015,NC,37041,500,349,419,106,233,11,0,222,11,3.545455
2016,ME,23023,1989,1461,1737,318,1076,95,0,1017,90,2.705263
2015,IN,18045,564,450,511,131,279,28,0,239,26,2.892857
2017,WA,53059,646,444,588,91,328,22,0,322,22,2.409091
2016,IN,18035,3876,2890,3338,749,2051,262,1,1876,258,2.236641
2016,AR,05059,1342,977,1188,351,574,87,2,514,86,4.000000
2017,MO,29051,2662,2060,2371,253,1694,93,0,1615,91,2.215054
2016,TX,48281,960,659,835,175,456,43,0,442,43,3.139535
2016,OH,39131,820,644,776,184,408,114,0,393,114,2.605263
2016,CO,08093,2520,1742,2155,430,1236,48,1,1214,45,2.645833
2016,IN,18155,464,408,442,116,252,42,0,213,42,2.619048
2017,OH,39079,1167,891,1032,241,583,133,0,518,133,2.473684
2016,OH,39127,1235,940,1086,265,636,82,1,585,80,2.402439
2017,NC,37171,2172,1512,1938,371,1068,76,0,1034,76,2.447368
2017,IN,18035,3544,2622,3025,587,1926,257,0,1768,253,2.190661
2016,IL,17195,1359,1047,1213,296,713,55,0,656,52,2.472727
2017,NY,36115,1940,1400,1687,376,963,71,1,876,71,2.070423
2017,OH,39043,2645,2004,2342,465,1458,98,0,1386,96,2.204082
2016,PR,72071,618,498,578,170,304,14,0,226,14,2.285714
2016,AR,05043,504,378,451,139,219,36,0,211,36,5.250000
2015,TN,47023,666,515,593,138,359,62,0,313,62,3.080645
2016,PA,42115,1450,1146,1341,354,737,39,0,644,39,2.820513
2015,KY,21047,1913,1527,1731,377,1069,59,0,996,59,2.372881
2016,LA,22059,433,351,391,111,223,73,0,207,72,3.671233
2016,VA,51690,257,199,221,65,128,8,0,108,8,2.125000
2016,MS,28147,514,390,476,177,191,62,0,164,62,4.435484
2016,WY,56007,660,483,573,126,343,11,0,322,11,2.818182
2015,OK,40131,4511,3242,3750,742,2349,206,2,2151,194,3.160194
2016,IN,18103,965,743,878,232,467,39,0,436,37,2.461538
2017,VA,51133,717,508,637,161,319,18,2,296,18,2.833333
2017,WA,53003,925,653,847,129,496,21,0,475,20,2.380952
2017,LA,22097,2453,1846,2233,678,1077,202,9,940,195,3.420792
2016,TN,47019,2065,1503,1846,440,1000,182,0,914,180,2.670330
2015,IN,18015,1029,790,909,187,561,57,0,521,57,2.157895
2017,MI,26053,347,281,326,73,197,11,0,195,11,2.181818
2017,OR,41065,1169,822,1037,172,621,37,0,602,32,2.729730
2015,OR,41003,3505,2548,3033,401,2045,38,0,2006,35,2.736842
2017,GA,13129,2176,1501,1876,390,1058,89,2,1001,88,2.629213
2016,TN,47017,801,612,719,177,413,90,1,375,88,3.333333
2016,ND,38065,68,51,58,9,37,4,0,32,4,3.250000
2015,TN,47059,2289,1709,2107,583,1050,147,0,1019,146,3.061224
2016,AR,05111,835,630,730,209,385,73,0,359,73,3.232877
2017,AZ,04017,4344,2841,3687,672,2028,175,1,1977,170,2.720000
2015,VA,51095,4706,3303,3953,573,2623,45,0,2483,37,3.088889
2017,OH,39119,2853,2152,2498,443,1626,207,0,1527,204,2.536232
2015,NC,37181,975,697,887,249,419,49,1,401,49,2.877551
2016,TX,48503,378,274,320,75,187,33,0,177,31,2.393939
2017,TN,47113,3831,2738,3239,570,2030,289,0,1902,277,2.373702
2016,AR,05063,1222,831,977,261,531,106,0,499,106,3.405660
2015,MS,28023,420,349,398,118,210,58,0,163,57,3.879310
2017,GA,13233,1414,976,1206,288,666,69,0,623,69,2.652174
2015,OH,39055,3938,3003,3492,701,2184,68,0,2060,66,2.676471
2015,KS,20111,615,500,557,89,397,43,0,390,43,2.162791
2015,MI,26085,417,327,383,91,219,20,2,204,18,3.500000
2016,RI,44001,2599,1926,2312,370,1507,49,0,1365,46,3.408163
2016,SC,45053,1195,927,1110,373,518,43,0,480,42,4.697674
2017,OK,40039,768,486,555,123,351,50,0,334,48,2.960000
2015,KY,21081,1143,822,1000,270,518,82,0,498,81,3.719512
2016,KY,21071,871,650,811,262,351,60,1,303,60,4.016667
2016,VA,51660,1223,894,1057,143,729,24,0,703,23,2.458333
2017,MO,29151,529,422,470,64,345,38,0,327,38,2.526316
2017,AR,05059,1296,928,1129,359,506,73,0,438,73,3.534247
2017,MS,28077,334,274,324,120,136,30,2,104,30,4.066667
2016,MI,26165,1428,1042,1211,293,714,78,16,662,77,2.333333
2015,NY,36077,1609,1300,1452,381,858,25,1,722,24,3.520000
2015,TX,48347,1537,1230,1424,349,804,91,0,710,89,3.703297
2017,WI,55075,1651,1259,1450,252,964,70,3,933,69,2.671429
2017,PR,72023,738,627,702,194,404,38,0,302,38,2.342105
2017,AR,05083,595,448,529,146,277,33,0,258,32,3.606061
2017,MI,26061,496,399,467,77,292,16,0,287,15,2.687500
2017,GA,13127,4381,3001,3671,665,2228,135,0,2107,131,2.607407
2016,TX,48227,966,641,778,222,401,63,0,374,63,3.126984
2017,FL,12055,3983,2852,3447,767,1909,192,0,1786,189,2.598958
2017,ID,16047,480,368,426,103,249,16,0,230,11,3.187500
2017,SD,46127,758,618,699,100,486,16,0,426,15,2.562500
2016,MN,27057,926,743,850,146,569,35,0,537,33,2.685714
2015,TX,48297,305,232,274,67,153,28,0,141,28,4.714286
2016,SD,46005,235,179,205,59,117,5,0,115,5,3.000000
2017,NY,36089,1987,1649,1853,460,1109,88,0,813,88,2.488636
2016,LA,22117,1531,1174,1411,424,695,181,0,533,181,3.685083
2015,ND,38035,2672,2037,2269,268,1707,33,0,1550,32,4.000000
2015,LA,22127,242,158,210,56,90,22,0,88,22,4.181818
2016,WA,53003,1083,787,982,170,593,24,0,571,24,2.208333
2015,ND,38053,527,337,400,68,250,36,0,240,36,2.722222
2017,SC,45023,965,712,888,250,425,75,0,414,74,2.960000
2016,WY,56005,2611,1407,1721,393,926,44,0,883,43,2.659091
2015,IL,17147,692,574,620,93,462,27,1,425,25,2.814815
2015,CO,08015,884,651,801,158,465,16,0,457,16,2.375000
2015,OR,41013,1322,946,1153,184,716,51,0,704,50,2.274510
2016,IA,19193,4023,3419,3810,730,2579,122,1,2346,118,2.295082
2015,FL,12023,2081,1504,1899,696,759,161,0,734,158,3.527950
2017,SC,45053,1391,1042,1282,399,605,59,2,569,57,3.796610
2017,NC,37045,3717,2481,3218,778,1593,187,0,1525,183,2.871658
2016,WY,56035,477,317,386,95,202,8,0,200,8,2.125000
2017,MI,26067,2700,2055,2422,488,1503,153,2,1365,147,3.058824
2015,MN,27079,1268,968,1096,143,792,61,0,728,56,2.377049
2017,NC,37195,2222,1621,2035,410,1143,101,1,1109,99,2.702970
2017,OH,39143,1482,1151,1342,286,816,74,1,764,72,2.324324
2015,MI,26063,985,842,936,208,601,40,0,527,38,2.600000
2016,OK,40147,2268,1679,1927,648,985,61,0,905,58,3.032787
2015,NY,36057,1082,807,927,258,511,46,0,440,44,2.673913
2015,MN,27103,1320,1075,1194,137,904,33,0,838,31,2.363636
2016,KS,20009,562,431,497,109,313,24,0,297,23,2.416667
2016,IN,18049,682,560,638,138,401,21,0,369,20,2.476190
2015,MO,29163,464,365,423,90,260,26,0,248,26,2.384615
2017,MO,29117,298,216,245,61,152,21,0,140,20,2.285714
2015,IN,18123,740,487,572,105,367,24,0,345,23,2.541667
2015,TX,48111,150,101,122,29,69,12,0,59,12,3.500000
2017,TX,48233,526,376,440,79,269,42,1,240,42,2.809524
2016,KS,20191,900,696,792,159,510,48,1,452,48,2.833333
2016,AL,01065,598,455,547,173,264,32,0,252,32,4.750000
2015,TX,48083,191,136,172,56,78,23,0,74,23,2.956522
2017,AR,05139,1519,1111,1350,356,687,119,1,587,118,3.882353
2016,WV,54027,939,727,850,191,511,81,0,486,80,2.814815
2016,MN,27045,946,762,856,121,588,51,0,530,49,2.588235
2017,IA,19055,738,634,691,65,539,29,0,461,27,2.448276
2017,ID,16013,1351,1034,1262,205,786,11,0,776,10,2.454545
2016,WV,54015,221,202,218,56,135,84,1,132,84,3.916667
2016,IA,19055,823,728,784,105,589,23,0,503,20,2.826087
2016,GA,13003,157,122,147,67,54,17,0,49,17,5.823529
2017,AR,05005,1716,1284,1491,221,997,72,0,926,67,2.777778
2017,IA,19047,507,450,488,86,346,11,1,298,10,2.818182
2015,MO,29115,274,219,248,50,163,61,0,158,61,3.098361
2016,PA,42053,120,95,115,32,60,10,0,54,10,2.700000
2015,MS,28075,1750,1393,1556,421,911,114,1,829,112,3.219298
2015,KS,20059,1011,715,838,145,549,62,0,500,59,2.435484
2015,PA,42127,2317,1764,2059,453,1260,53,0,1155,52,2.339623
2016,WI,55035,4230,3407,4027,526,2804,97,1,2716,94,3.402062
2015,GA,13181,341,267,312,59,200,61,3,187,61,3.622951
2017,AR,05013,145,113,138,43,65,17,0,61,17,4.058824
2015,KY,21027,545,425,503,132,268,51,0,255,49,3.000000
2015,WI,55057,832,653,764,188,446,45,0,424,44,2.555556
2016,OK,40041,1767,1351,1585,432,873,125,0,811,119,3.776000
2016,WI,55069,1233,934,1115,240,658,43,0,601,42,2.255814
2017,AR,05047,650,469,544,176,268,34,0,249,34,3.500000
2015,TN,47171,529,395,477,113,266,25,0,250,25,2.880000
2016,IA,19031,881,678,755,116,540,19,0,457,19,2.210526
2016,MS,28037,183,149,173,81,62,22,0,57,22,4.863636
2016,MI,26155,3259,2358,2786,606,1668,196,15,1473,190,2.367347
2017,GA,13133,1077,734,903,144,562,25,0,550,24,2.760000
2017,TX,48297,307,205,261,60,132,23,0,127,23,2.782609
2015,IA,19139,1569,1161,1321,240,867,70,0,734,69,2.285714
2017,MO,29109,1376,986,1164,265,692,73,0,658,72,2.575342
2016,IA,19075,705,557,612,85,450,20,0,386,20,2.250000
2015,IN,18169,902,730,822,190,507,69,0,470,64,2.710145
2016,MT,30007,298,201,241,36,152,3,0,147,3,3.333333
2016,TX,48305,166,113,130,29,78,9,0,74,9,3.111111
2017,IN,18069,1311,969,1103,184,743,75,1,701,74,2.173333
2016,IA,19171,523,414,464,85,315,19,1,267,17,3.421053
2016,NM,35047,835,605,794,272,306,54,0,289,54,3.425926
2015,AL,01109,830,621,744,213,380,48,0,345,48,4.166667
2017,OK,40123,1297,988,1123,234,707,74,0,554,71,2.851351
2017,WV,54047,183,151,179,79,59,22,1,39,22,4.045455
2017,MI,26149,2446,1894,2212,465,1353,170,1,1171,162,2.376471
2015,MO,29053,523,349,420,64,272,23,0,260,22,2.739130
2015,MI,26103,1597,1313,1462,268,941,45,0,903,41,3.022222
2016,OK,40089,539,408,494,172,221,33,0,211,31,4.272727
2015,WA,53047,1143,846,1069,213,592,33,0,576,33,2.151515
2016,IN,18169,939,745,845,203,509,63,0,480,59,2.412698
2015,TN,47041,716,545,617,149,358,52,0,344,52,2.730769
2015,KS,20143,172,141,160,25,106,20,0,101,19,2.850000
2017,MT,30001,283,174,215,32,132,4,0,132,4,2.250000
2017,CA,06045,2765,1865,2516,503,1278,48,0,1242,46,2.666667
2015,LA,22009,1297,1043,1209,295,715,233,0,664,231,4.042918
2015,WA,53039,900,642,793,146,460,33,0,447,33,2.212121
2017,IL,17137,919,794,844,128,627,47,0,526,39,3.042553
2015,OH,39005,1704,1342,1513,315,986,77,0,908,72,2.415584
2015,NC,37065,1100,766,1018,369,372,52,0,347,52,3.153846
2015,MO,29113,3209,2177,2552,447,1624,134,0,1582,127,3.059701
2017,CO,08051,1169,834,1045,189,617,29,0,605,28,2.103448
2016,PR,72099,396,346,381,134,188,11,0,105,11,2.636364
2017,VA,51097,287,201,251,57,139,11,0,124,10,2.636364
2015,VA,51125,778,584,676,138,419,22,0,381,21,2.681818
2015,IA,19077,563,459,505,101,347,48,0,304,47,2.458333
2016,OH,39019,999,771,880,237,497,40,0,470,38,2.650000
2017,OR,41025,224,161,202,47,108,8,0,103,8,2.250000
2017,MN,27083,669,513,578,72,422,23,0,401,22,2.304348
2017,GA,13321,632,490,581,207,268,45,1,230,45,3.822222
2015,MT,30009,594,428,518,79,337,19,0,322,18,3.105263
2016,KY,21215,1247,944,1099,172,728,53,0,710,51,2.641509
2017,ID,16067,569,429,481,95,307,17,0,287,15,2.588235
2016,MT,30003,160,111,136,30,79,6,0,65,6,3.000000
2015,GA,13281,701,495,597,131,342,8,0,328,8,2.375000
2017,OR,41015,1191,821,1104,194,579,36,0,562,36,2.750000
2017,IL,17057,899,684,795,143,524,47,0,475,46,2.340426
2017,PA,42065,1062,866,1003,219,598,60,0,522,59,2.266667
2017,NV,32001,1173,799,1015,152,624,65,0,611,65,2.230769
2017,MO,29015,700,464,577,126,322,35,0,314,34,2.542857
2016,OH,39005,1777,1428,1625,348,1046,81,0,984,79,2.370370
2016,GA,13069,1007,750,882,293,445,66,0,418,64,4.075758
2016,IL,17181,353,262,325,94,153,22,0,143,22,2.500000
2015,TX,48097,1439,992,1186,223,722,116,0,695,114,2.818966
2017,GA,13169,1117,815,995,244,532,52,0,476,51,2.653846
2016,AR,05003,449,337,408,150,169,42,0,163,42,4.261905
2016,NE,31053,1424,1118,1254,193,896,18,0,822,13,3.055556
2015,IN,18119,916,749,839,219,481,66,0,431,65,2.651515
2017,IA,19117,335,260,316,85,155,17,1,142,16,2.823529
2017,KS,20163,48,35,43,11,22,3,0,21,3,2.000000
2017,WV,54043,424,330,409,142,168,33,0,148,32,4.060606
2016,KY,21177,1100,894,998,262,595,86,0,492,86,2.802326
2016,KS,20003,195,149,178,47,94,16,2,90,16,2.625000
2016,MT,30099,231,161,191,36,120,9,0,107,7,3.777778
2015,PR,72141,294,261,282,111,138,11,0,60,11,3.090909
2017,IL,17021,889,669,757,123,516,46,0,459,45,2.282609
2016,IL,17183,2100,1742,1959,534,1150,145,1,1077,142,2.648276
2015,VA,51049,365,254,309,99,146,22,0,130,21,3.227273
2017,AR,05027,662,538,600,151,350,18,0,250,17,4.611111
2017,LA,22001,1806,1382,1656,415,906,178,7,767,174,3.320225
2017,KS,20001,260,194,230,54,129,9,0,114,9,2.111111
2017,OH,39001,716,570,680,162,375,33,2,355,33,2.575758
2016,ME,23013,1772,1382,1613,402,933,22,1,855,20,2.909091
2015,AR,05111,791,586,683,222,336,51,0,301,49,3.490196
2016,KS,20193,206,145,174,43,94,9,0,92,9,2.000000
2017,IL,17063,2626,1881,2218,360,1470,78,1,1401,77,2.153846
2015,SC,45033,548,419,498,221,183,40,0,170,40,4.275000
2017,TX,48427,611,447,560,168,258,44,0,178,44,2.931818
2015,PR,72039,163,133,151,53,72,2,0,48,2,2.000000
2015,VA,51175,669,485,569,167,307,21,0,257,21,3.190476
2017,TN,47015,768,530,637,118,383,62,0,340,61,2.903226
2017,AL,01005,594,449,549,165,269,43,1,251,43,4.162791
2016,CO,08015,1093,782,985,187,564,27,0,552,23,2.555556
2015,KY,21177,898,695,800,228,424,86,0,347,86,2.744186
2016,GA,13231,864,607,745,159,427,33,0,412,33,2.696970
2017,LA,22037,722,548,683,190,327,74,1,298,72,3.810811
2015,KS,20123,103,86,96,27,58,7,0,56,6,3.142857
2016,PA,42131,1087,878,1017,262,577,30,0,456,30,2.366667
2017,WI,55047,756,616,713,141,456,34,1,420,34,2.735294
2016,LA,22039,857,686,792,216,424,118,1,376,118,2.915254
2015,VA,51119,560,421,482,120,285,16,0,271,15,3.312500
2015,VA,51143,1757,1196,1461,367,785,78,0,724,78,2.743590
2017,MO,29057,257,184,224,46,127,17,0,115,17,3.058824
2016,VA,51570,873,619,724,158,439,11,0,407,11,2.000000
2017,WI,55121,741,571,700,105,443,40,3,413,38,3.375000
2016,AR,05071,956,716,801,233,445,17,0,412,17,3.000000
2016,GA,13295,2752,1987,2414,591,1332,164,0,1263,163,2.707317
2015,TN,47049,516,393,462,122,245,49,0,228,49,3.326531
2016,TX,48219,634,415,501,127,265,38,0,253,38,2.947368
2016,PA,42009,1745,1310,1564,375,872,55,1,735,53,2.545455
2017,TX,48403,326,270,311,74,171,57,0,158,57,3.280702
2015,LA,22111,823,661,768,201,437,138,0,378,136,4.028986
2017,NV,32033,325,213,263,50,156,26,0,150,26,2.153846
2015,MI,26007,722,494,660,150,329,24,0,313,23,2.291667
2015,WY,56029,1306,895,983,143,705,34,0,671,31,2.735294
2017,PR,72027,310,263,292,101,145,23,0,113,23,2.434783
2015,KY,21233,264,198,229,61,124,28,1,118,28,2.821429
2017,SC,45085,3945,2976,3563,1001,1868,150,0,1807,149,3.193333
2016,PA,42103,3781,2659,3329,892,1668,83,0,1593,78,2.542169
2016,WI,55031,1981,1623,1828,393,1168,99,0,1120,97,2.252525
2017,OK,40131,4533,3119,3708,610,2379,224,1,2157,210,2.986607
2016,VA,51191,1888,1468,1770,386,1017,143,0,943,143,2.846154
2017,MI,26075,7107,5281,6290,1241,3814,441,4,3523,438,2.900227
2016,NC,37151,5337,3858,4696,1252,2453,202,1,2310,202,2.816832
2016,VT,50021,1850,1392,1637,404,924,28,0,891,28,2.464286
2017,IN,18115,318,254,296,58,180,21,0,157,21,2.190476
2016,TN,47099,1491,1130,1311,356,715,56,0,651,56,2.500000
2017,IN,18131,413,317,373,91,213,27,0,196,27,2.185185
2017,NC,37139,1722,1124,1462,313,767,62,0,709,58,2.774194
2015,OK,40031,4216,2939,3454,766,2065,159,0,1847,157,2.679245
2017,VA,51181,305,208,255,71,132,13,0,117,13,2.461538
2016,IN,18135,964,779,865,206,539,67,0,455,64,2.582090
2016,TX,48149,701,535,660,154,349,47,0,310,46,3.212766
2015,MO,29169,1775,1200,1501,263,896,40,0,873,40,2.525000
2017,MS,28105,1375,1077,1259,248,786,51,6,734,49,4.196078
2017,TX,48015,1113,803,997,248,528,93,1,493,91,3.516129
2015,MI,26057,1169,918,1072,269,604,62,0,545,61,3.145161
2017,WY,56035,476,309,365,51,230,15,0,224,15,2.400000
2016,NY,36043,2110,1798,1973,411,1316,121,3,974,107,3.107438
2015,IN,18143,868,677,781,166,480,45,0,401,43,3.666667
2015,IN,18095,4890,3496,4144,1019,2341,284,1,2166,276,2.531690
2015,MO,29027,1779,1443,1600,367,987,81,0,900,80,2.654321
2016,OH,39175,657,512,614,146,355,36,0,340,36,2.166667
2016,SC,45039,794,571,727,246,295,46,1,271,45,4.043478
2016,WI,55015,2927,2369,2683,314,1964,43,1,1820,35,3.604651
2016,SC,45067,721,542,681,269,246,68,0,202,68,3.691176
2015,LA,22069,1098,817,983,300,478,93,1,451,92,4.752688
2015,WI,55033,1496,1048,1410,229,803,32,0,760,27,3.406250
2015,KS,20077,140,108,126,28,76,8,0,72,8,2.750000
2015,MS,28117,587,475,537,159,307,17,0,270,16,4.352941
2015,MO,29121,270,206,237,60,135,12,0,124,12,3.250000
2017,NC,37181,1080,768,995,237,487,45,0,470,45,2.511111
2016,KY,21023,366,294,349,98,183,20,0,154,19,2.600000
2015,OH,39021,1425,1064,1218,239,770,56,0,714,50,2.482143
2016,WA,53049,1217,816,1068,213,562,39,0,544,38,2.230769
2015,MO,29013,485,393,433,90,296,76,0,286,76,3.157895
2016,FL,12003,945,706,882,237,451,92,2,426,90,3.445652
2017,GA,13001,529,395,502,197,184,52,1,157,52,3.673077
2016,CO,08091,376,275,337,81,183,2,0,180,1,4.000000
2015,IN,18129,1102,849,984,165,665,52,1,601,50,2.461538
2017,IL,17023,310,262,291,64,186,16,0,176,16,2.250000
2017,WY,56003,342,234,250,51,169,18,0,159,17,2.388889
2016,OK,40001,406,317,374,133,165,29,1,139,28,4.448276
2015,ID,16081,704,508,607,125,364,12,0,355,12,3.000000
2016,AZ,04012,455,316,402,111,186,14,0,184,14,3.357143
2016,ND,38069,91,72,81,16,54,3,0,52,3,2.000000
2016,ID,16053,838,620,732,186,400,20,0,364,17,2.400000
2016,OH,39067,444,362,406,128,220,26,1,189,23,3.000000
2016,OH,39123,2085,1698,1953,439,1172,78,2,1103,69,2.705128
2017,IA,19165,353,288,335,51,229,17,0,218,16,2.882353
2017,SC,45081,566,419,515,154,246,36,0,232,36,3.361111
2015,MI,26051,1239,992,1139,287,655,44,1,605,44,2.477273
2016,KS,20131,341,313,329,44,258,11,0,237,11,2.545455
2017,IL,17127,237,175,213,75,86,14,0,85,14,2.714286
2015,VA,51037,245,190,228,68,114,28,0,101,26,3.071429
2015,KY,21115,666,476,589,215,238,42,0,219,41,4.119048
2015,FL,12051,663,493,608,207,263,87,0,250,86,3.321839
