id	status	score	schema	table	rows	level	geo_col	all_levels	metrics	a	b	tags	look_for	charts	traps	hunt_trap	found	finding_ids	by	date
G2:near:ENVIRONMENT__FED_EPA_EGRID_PLANT_2022~ENVIRONMENT__FED_EPA_GHGRP_FACILITY	untouched	0.0	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_EGRID_PLANT_2022 ↔ FED_EPA_GHGRP_FACILITY	11974	proximity pair	PLANT_LATITUDE, PLANT_LONGITUDE / LATITUDE, LONGITUDE		CHP_PLANT_POWER_TO_HEAT_RATIO, PLANT_TOTAL_ANNUAL_HEAT_INPUT_MMBTU +59 / ADDRESS2, BAMM_USED_DESC +2	ENVIRONMENT__FED_EPA_EGRID_PLANT_2022	ENVIRONMENT__FED_EPA_GHGRP_FACILITY	PANEL	what sits near what: FED_EPA_EGRID_PLANT_2022 points within a mile of FED_EPA_GHGRP_FACILITY points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_EGRID_PLANT_2022~ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES	untouched	0.0	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_EGRID_PLANT_2022 ↔ FED_EPA_NPDES_ICIS_FACILITIES	11974	proximity pair	PLANT_LATITUDE, PLANT_LONGITUDE / GEOCODE_LATITUDE, GEOCODE_LONGITUDE		CHP_PLANT_POWER_TO_HEAT_RATIO, PLANT_TOTAL_ANNUAL_HEAT_INPUT_MMBTU +59 / 	ENVIRONMENT__FED_EPA_EGRID_PLANT_2022	ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES	PANEL	what sits near what: FED_EPA_EGRID_PLANT_2022 points within a mile of FED_EPA_NPDES_ICIS_FACILITIES points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_EGRID_PLANT_2022~ENVIRONMENT__FED_EPA_TRI_BASIC_2023	untouched	0.0	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_EGRID_PLANT_2022 ↔ FED_EPA_TRI_BASIC_2023	11974	proximity pair	PLANT_LATITUDE, PLANT_LONGITUDE / C_12_LATITUDE, C_13_LONGITUDE		CHP_PLANT_POWER_TO_HEAT_RATIO, PLANT_TOTAL_ANNUAL_HEAT_INPUT_MMBTU +59 / C_14_HORIZONTAL_DATUM, C_65_ON_SITE_RELEASE_TOTAL +8	ENVIRONMENT__FED_EPA_EGRID_PLANT_2022	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	PANEL	what sits near what: FED_EPA_EGRID_PLANT_2022 points within a mile of FED_EPA_TRI_BASIC_2023 points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_EGRID_PLANT_2022~ENVIRONMENT__FED_EPA_TRI_FACILITY	untouched	0.0	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_EGRID_PLANT_2022 ↔ FED_EPA_TRI_FACILITY	11974	proximity pair	PLANT_LATITUDE, PLANT_LONGITUDE / FAC_LATITUDE, FAC_LONGITUDE, PREF_LATITUDE, PREF_LONGITUDE		CHP_PLANT_POWER_TO_HEAT_RATIO, PLANT_TOTAL_ANNUAL_HEAT_INPUT_MMBTU +59 / ASGN_TECHNICAL_CONTACT, MAIL +1	ENVIRONMENT__FED_EPA_EGRID_PLANT_2022	ENVIRONMENT__FED_EPA_TRI_FACILITY	PANEL	what sits near what: FED_EPA_EGRID_PLANT_2022 points within a mile of FED_EPA_TRI_FACILITY points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_EGRID_PLANT_2022~ENVIRONMENT__FED_FRACFOCUS_DISCLOSURE_LIST	untouched	0.0	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_EGRID_PLANT_2022 ↔ FED_FRACFOCUS_DISCLOSURE_LIST	11974	proximity pair	PLANT_LATITUDE, PLANT_LONGITUDE / LATITUDE, LONGITUDE		CHP_PLANT_POWER_TO_HEAT_RATIO, PLANT_TOTAL_ANNUAL_HEAT_INPUT_MMBTU +59 / TVD, TOTAL_BASE_WATER_VOLUME +1	ENVIRONMENT__FED_EPA_EGRID_PLANT_2022	ENVIRONMENT__FED_FRACFOCUS_DISCLOSURE_LIST	PANEL	what sits near what: FED_EPA_EGRID_PLANT_2022 points within a mile of FED_FRACFOCUS_DISCLOSURE_LIST points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar						
G2:near:ENVIRONMENT__FED_EPA_EGRID_PLANT_2022~ENVIRONMENT__FED_FRACFOCUS_REGISTRY	untouched	0.0	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_EGRID_PLANT_2022 ↔ FED_FRACFOCUS_REGISTRY	11974	proximity pair	PLANT_LATITUDE, PLANT_LONGITUDE / LATITUDE, LONGITUDE		CHP_PLANT_POWER_TO_HEAT_RATIO, PLANT_TOTAL_ANNUAL_HEAT_INPUT_MMBTU +59 / TVD, TOTAL_BASE_WATER_VOLUME +4	ENVIRONMENT__FED_EPA_EGRID_PLANT_2022	ENVIRONMENT__FED_FRACFOCUS_REGISTRY	PANEL	what sits near what: FED_EPA_EGRID_PLANT_2022 points within a mile of FED_FRACFOCUS_REGISTRY points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar						
G2:near:ENVIRONMENT__FED_EPA_EGRID_PLANT_2022~ENVIRONMENT__FED_USGS_MINERALS	untouched	0.0	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_EGRID_PLANT_2022 ↔ FED_USGS_MINERALS	11974	proximity pair	PLANT_LATITUDE, PLANT_LONGITUDE / LATITUDE, LONGITUDE		CHP_PLANT_POWER_TO_HEAT_RATIO, PLANT_TOTAL_ANNUAL_HEAT_INPUT_MMBTU +59 / 	ENVIRONMENT__FED_EPA_EGRID_PLANT_2022	ENVIRONMENT__FED_USGS_MINERALS	PANEL	what sits near what: FED_EPA_EGRID_PLANT_2022 points within a mile of FED_USGS_MINERALS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar						
G2:near:ENVIRONMENT__FED_EPA_EGRID_PLANT_2022~ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	untouched	0.0	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_EGRID_PLANT_2022 ↔ FED_USGS_ORPHANED_OIL_GAS_WELLS	11974	proximity pair	PLANT_LATITUDE, PLANT_LONGITUDE / LATITUDE, LONGITUDE		CHP_PLANT_POWER_TO_HEAT_RATIO, PLANT_TOTAL_ANNUAL_HEAT_INPUT_MMBTU +59 / 	ENVIRONMENT__FED_EPA_EGRID_PLANT_2022	ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	PANEL	what sits near what: FED_EPA_EGRID_PLANT_2022 points within a mile of FED_USGS_ORPHANED_OIL_GAS_WELLS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar						
G2:near:HOUSING__FED_MAPPING_INEQUALITY~HOUSING__FED_USDA_RD_MFH_ACTIVE_PROJECTS	untouched	0.0	HOUSING ↔ HOUSING	FED_MAPPING_INEQUALITY ↔ FED_USDA_RD_MFH_ACTIVE_PROJECTS	10154	proximity pair	LAT, LON / LATITUDE, LONGITUDE		 / PROJECT_SIZE_UNITS, TOTAL_1_BEDROOM_UNITS +8	HOUSING__FED_MAPPING_INEQUALITY	HOUSING__FED_USDA_RD_MFH_ACTIVE_PROJECTS	PANEL	what sits near what: FED_MAPPING_INEQUALITY points within a mile of FED_USDA_RD_MFH_ACTIVE_PROJECTS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:JUSTICE__FED_ATF_FFL~JUSTICE__INTL_NTI_CNS_DPRK_MISSILE_TESTS	untouched	-0.8	JUSTICE ↔ JUSTICE	FED_ATF_FFL ↔ INTL_NTI_CNS_DPRK_MISSILE_TESTS	303	proximity pair	LONGITUDE, LATITUDE / FACILITY_LATITUDE, FACILITY_LONGITUDE		 / 	JUSTICE__FED_ATF_FFL	JUSTICE__INTL_NTI_CNS_DPRK_MISSILE_TESTS	PANEL	what sits near what: FED_ATF_FFL points within a mile of INTL_NTI_CNS_DPRK_MISSILE_TESTS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	atf-zips-lost-leading-zeros					
G2:county:DIM_TRACT~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	-8.1	CORE ↔ FINDINGS	DIM_TRACT ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	COUNTY_FIPS / COUNTY_FIPS_2015		POPULATION_2020 / OPIOID_PAY_USD, OPIOID_RATE +6	DIM_TRACT	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: POPULATION_2020 against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by POPULATION_2020: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: DIM_TRACT is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
G2:county:DIM_ZIP_POINT~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	-8.1	CORE ↔ FINDINGS	DIM_ZIP_POINT ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	PRIMARY_COUNTY_FIPS / COUNTY_FIPS_2015		COUNTY_SPAN / OPIOID_PAY_USD, OPIOID_RATE +6	DIM_ZIP_POINT	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: COUNTY_SPAN against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by COUNTY_SPAN: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: DIM_ZIP_POINT is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
G2:county:OPIOID_PRESCRIBER_PAID_HIGH_RX~REFERENCE__CENSUS_CB_ZCTA	skip	-8.1	FINDINGS ↔ REFERENCE	OPIOID_PRESCRIBER_PAID_HIGH_RX ↔ CENSUS_CB_ZCTA	6020	county pair	COUNTY_FIPS_2015 / GEOID20		OPIOID_PAY_USD, OPIOID_RATE +6 / 	OPIOID_PRESCRIBER_PAID_HIGH_RX	REFERENCE__CENSUS_CB_ZCTA	DERIVED HARM MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: OPIOID_PAY_USD against row count, per person :: scatter | top tenth of counties by OPIOID_PAY_USD: where do they sit on row count :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: CENSUS_CB_ZCTA is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
G2:county:OPIOID_PRESCRIBER_PAID_HIGH_RX~REF__DIM_GEOGRAPHY	skip	-8.1	FINDINGS ↔ REFERENCE	OPIOID_PRESCRIBER_PAID_HIGH_RX ↔ DIM_GEOGRAPHY	6020	county pair	COUNTY_FIPS_2015 / FIPS_CODE		OPIOID_PAY_USD, OPIOID_RATE +6 / FACILITY_COUNT	OPIOID_PRESCRIBER_PAID_HIGH_RX	REF__DIM_GEOGRAPHY	DERIVED HARM MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: OPIOID_PAY_USD against FACILITY_COUNT, per person :: scatter | top tenth of counties by OPIOID_PAY_USD: where do they sit on FACILITY_COUNT :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: DIM_GEOGRAPHY is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
G2:county:OPIOID_PRESCRIBER_PAID_HIGH_RX~XWALK_ZCTA_COUNTY	skip	-8.1	FINDINGS ↔ CORE	OPIOID_PRESCRIBER_PAID_HIGH_RX ↔ XWALK_ZCTA_COUNTY	6020	county pair	COUNTY_FIPS_2015 / COUNTY_FIPS		OPIOID_PAY_USD, OPIOID_RATE +6 / 	OPIOID_PRESCRIBER_PAID_HIGH_RX	XWALK_ZCTA_COUNTY	DERIVED HARM MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: OPIOID_PAY_USD against row count, per person :: scatter | top tenth of counties by OPIOID_PAY_USD: where do they sit on row count :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: XWALK_ZCTA_COUNTY is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
G2:county:DIM_COUNTY~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	-8.2	CORE ↔ FINDINGS	DIM_COUNTY ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	3222	county pair	COUNTY_FIPS / COUNTY_FIPS_2015		POPULATION_2020 / OPIOID_PAY_USD, OPIOID_RATE +6	DIM_COUNTY	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: POPULATION_2020 against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by POPULATION_2020: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: DIM_COUNTY is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
G2:county:OPIOID_PRESCRIBER_PAID_HIGH_RX~REFERENCE__CENSUS_CB_COUNTY	skip	-8.2	FINDINGS ↔ REFERENCE	OPIOID_PRESCRIBER_PAID_HIGH_RX ↔ CENSUS_CB_COUNTY	3235	county pair	COUNTY_FIPS_2015 / GEOID		OPIOID_PAY_USD, OPIOID_RATE +6 / 	OPIOID_PRESCRIBER_PAID_HIGH_RX	REFERENCE__CENSUS_CB_COUNTY	DERIVED HARM MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: OPIOID_PAY_USD against row count, per person :: scatter | top tenth of counties by OPIOID_PAY_USD: where do they sit on row count :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: CENSUS_CB_COUNTY is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
G2:county:DIM_COUNTY~EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE	skip	-8.8	CORE ↔ FINDINGS	DIM_COUNTY ↔ EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE	287	county pair	COUNTY_FIPS / COUNTY_FIPS		POPULATION_2020 / POST_EXCLUSION_PAYMENTS, TOTAL_PAID_AFTER_EXCLUSION +7	DIM_COUNTY	EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE	DERIVED HARM MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: POPULATION_2020 against POST_EXCLUSION_PAYMENTS, per person :: scatter | top tenth of counties by POPULATION_2020: where do they sit on POST_EXCLUSION_PAYMENTS :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: DIM_COUNTY is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
G2:county:DIM_TRACT~EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE	skip	-8.8	CORE ↔ FINDINGS	DIM_TRACT ↔ EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE	287	county pair	COUNTY_FIPS / COUNTY_FIPS		POPULATION_2020 / POST_EXCLUSION_PAYMENTS, TOTAL_PAID_AFTER_EXCLUSION +7	DIM_TRACT	EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE	DERIVED HARM MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: POPULATION_2020 against POST_EXCLUSION_PAYMENTS, per person :: scatter | top tenth of counties by POPULATION_2020: where do they sit on POST_EXCLUSION_PAYMENTS :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: DIM_TRACT is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
G2:county:DIM_ZIP_POINT~EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE	skip	-8.8	CORE ↔ FINDINGS	DIM_ZIP_POINT ↔ EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE	287	county pair	PRIMARY_COUNTY_FIPS / COUNTY_FIPS		COUNTY_SPAN / POST_EXCLUSION_PAYMENTS, TOTAL_PAID_AFTER_EXCLUSION +7	DIM_ZIP_POINT	EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE	DERIVED HARM MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: COUNTY_SPAN against POST_EXCLUSION_PAYMENTS, per person :: scatter | top tenth of counties by COUNTY_SPAN: where do they sit on POST_EXCLUSION_PAYMENTS :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: DIM_ZIP_POINT is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
G2:county:EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE~REFERENCE__CENSUS_CB_COUNTY	skip	-8.8	FINDINGS ↔ REFERENCE	EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE ↔ CENSUS_CB_COUNTY	287	county pair	COUNTY_FIPS / GEOID		POST_EXCLUSION_PAYMENTS, TOTAL_PAID_AFTER_EXCLUSION +7 / 	EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE	REFERENCE__CENSUS_CB_COUNTY	DERIVED HARM MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: POST_EXCLUSION_PAYMENTS against row count, per person :: scatter | top tenth of counties by POST_EXCLUSION_PAYMENTS: where do they sit on row count :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: CENSUS_CB_COUNTY is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
G2:county:EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE~REFERENCE__CENSUS_CB_ZCTA	skip	-8.8	FINDINGS ↔ REFERENCE	EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE ↔ CENSUS_CB_ZCTA	287	county pair	COUNTY_FIPS / GEOID20		POST_EXCLUSION_PAYMENTS, TOTAL_PAID_AFTER_EXCLUSION +7 / 	EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE	REFERENCE__CENSUS_CB_ZCTA	DERIVED HARM MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: POST_EXCLUSION_PAYMENTS against row count, per person :: scatter | top tenth of counties by POST_EXCLUSION_PAYMENTS: where do they sit on row count :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: CENSUS_CB_ZCTA is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
G2:county:EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE~REF__DIM_GEOGRAPHY	skip	-8.8	FINDINGS ↔ REFERENCE	EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE ↔ DIM_GEOGRAPHY	287	county pair	COUNTY_FIPS / FIPS_CODE		POST_EXCLUSION_PAYMENTS, TOTAL_PAID_AFTER_EXCLUSION +7 / FACILITY_COUNT	EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE	REF__DIM_GEOGRAPHY	DERIVED HARM MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: POST_EXCLUSION_PAYMENTS against FACILITY_COUNT, per person :: scatter | top tenth of counties by POST_EXCLUSION_PAYMENTS: where do they sit on FACILITY_COUNT :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: DIM_GEOGRAPHY is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
G2:county:EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE~XWALK_ZCTA_COUNTY	skip	-8.8	FINDINGS ↔ CORE	EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE ↔ XWALK_ZCTA_COUNTY	287	county pair	COUNTY_FIPS / COUNTY_FIPS		POST_EXCLUSION_PAYMENTS, TOTAL_PAID_AFTER_EXCLUSION +7 / 	EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE	XWALK_ZCTA_COUNTY	DERIVED HARM MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: POST_EXCLUSION_PAYMENTS against row count, per person :: scatter | top tenth of counties by POST_EXCLUSION_PAYMENTS: where do they sit on row count :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: XWALK_ZCTA_COUNTY is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
G2:county:DIM_TRACT~ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	skip	-10.5	CORE ↔ ECONOMICS	DIM_TRACT ↔ FED_USASPENDING_ASSISTANCE_FULL	85391	county pair	COUNTY_FIPS / PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE		POPULATION_2020 / FEDERAL_ACTION_OBLIGATION, TOTAL_OBLIGATED_AMOUNT +18	DIM_TRACT	ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: POPULATION_2020 against FEDERAL_ACTION_OBLIGATION, per person :: scatter | top tenth of counties by POPULATION_2020: where do they sit on FEDERAL_ACTION_OBLIGATION :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: DIM_TRACT is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
G2:county:DIM_TRACT~ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	skip	-10.5	CORE ↔ ECONOMICS	DIM_TRACT ↔ FED_USASPENDING_CONTRACTS_FULL	85391	county pair	COUNTY_FIPS / PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE		POPULATION_2020 / FEDERAL_ACTION_OBLIGATION, TOTAL_DOLLARS_OBLIGATED +29	DIM_TRACT	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: POPULATION_2020 against FEDERAL_ACTION_OBLIGATION, per person :: scatter | top tenth of counties by POPULATION_2020: where do they sit on FEDERAL_ACTION_OBLIGATION :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: DIM_TRACT is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
G2:county:DIM_TRACT~PROCUREMENT__FED_USASPENDING_BULK	skip	-10.7	CORE ↔ PROCUREMENT	DIM_TRACT ↔ FED_USASPENDING_BULK	50000	county pair	COUNTY_FIPS / PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE		POPULATION_2020 / FEDERAL_ACTION_OBLIGATION, TOTAL_DOLLARS_OBLIGATED +17	DIM_TRACT	PROCUREMENT__FED_USASPENDING_BULK	MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: POPULATION_2020 against FEDERAL_ACTION_OBLIGATION, per person :: scatter | top tenth of counties by POPULATION_2020: where do they sit on FEDERAL_ACTION_OBLIGATION :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: DIM_TRACT is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
G2:county:DIM_ZIP_POINT~ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	skip	-10.7	CORE ↔ ECONOMICS	DIM_ZIP_POINT ↔ FED_USASPENDING_ASSISTANCE_FULL	33486	county pair	PRIMARY_COUNTY_FIPS / PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE		COUNTY_SPAN / FEDERAL_ACTION_OBLIGATION, TOTAL_OBLIGATED_AMOUNT +18	DIM_ZIP_POINT	ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: COUNTY_SPAN against FEDERAL_ACTION_OBLIGATION, per person :: scatter | top tenth of counties by COUNTY_SPAN: where do they sit on FEDERAL_ACTION_OBLIGATION :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: DIM_ZIP_POINT is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
G2:county:DIM_ZIP_POINT~ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	skip	-10.7	CORE ↔ ECONOMICS	DIM_ZIP_POINT ↔ FED_USASPENDING_CONTRACTS_FULL	33486	county pair	PRIMARY_COUNTY_FIPS / PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE		COUNTY_SPAN / FEDERAL_ACTION_OBLIGATION, TOTAL_DOLLARS_OBLIGATED +29	DIM_ZIP_POINT	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	MONEY PEOPLE REFERENCE CROSS PANEL REFERENCE	roll both to county: COUNTY_SPAN against FEDERAL_ACTION_OBLIGATION, per person :: scatter | top tenth of counties by COUNTY_SPAN: where do they sit on FEDERAL_ACTION_OBLIGATION :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: DIM_ZIP_POINT is a reference or sample table; divide by it or read it, don't pair it		build	2026-09-24
