model,layer,subject,family,class,thing_token,map_evidence,map_confidence,grain_phrase,spine_entity,natural_key,n_columns,column_quality,pre_aggregated,sem_date,sem_money,sem_geo,sem_id,sem_code,sem_population,sem_flag,sem_quantity
stg_portal_cka_western_pennsylv_f25943de2b__places,staging,portal_cka_western_pennsylv_f25943de2b,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,21,star-cte-resolved,False,0,0,0,1,0,0,0,0
stg_portal_cka_western_pennsylv_f37c7e01bf__places,staging,portal_cka_western_pennsylv_f37c7e01bf,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,25,star-cte-resolved,False,3,0,1,0,1,0,0,0
stg_portal_cka_western_pennsylv_f5e7848c24__places,staging,portal_cka_western_pennsylv_f5e7848c24,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,5,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_western_pennsylv_f66e0e22da__places,staging,portal_cka_western_pennsylv_f66e0e22da,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,14,star-cte-resolved,False,1,0,1,1,1,0,0,1
stg_portal_cka_western_pennsylv_f6a018a1cb__records,staging,portal_cka_western_pennsylv_f6a018a1cb,place,noun,locations,dataset title token 'locations' in: allegheny county restaurant/food facility inspections and lo,medium,record,,INSPECTION_ID,19,star-cte-resolved,False,2,0,3,1,4,0,0,1
stg_portal_cka_western_pennsylv_f810addeec__records,staging,portal_cka_western_pennsylv_f810addeec,registry,noun,inventory,dataset title token 'inventory' in: irise regional landslide inventory for southwestern pennsylv,medium,record,,ID,81,star-cte-resolved,False,3,0,5,1,0,0,0,0
stg_portal_cka_western_pennsylv_f82e02e6b2__records,staging,portal_cka_western_pennsylv_f82e02e6b2,unresolved,event,,columns only: dated rows,low,record,,EV_ID,31,star-cte-resolved,False,4,0,3,2,1,0,0,1
stg_portal_cka_western_pennsylv_fbecf42e16__records,staging,portal_cka_western_pennsylv_fbecf42e16,place,noun,locations,dataset title token 'locations' in: allegheny county wic vendor locations,medium,record,,REF_ID,24,star-cte-resolved,False,0,0,8,1,2,0,0,1
stg_portal_cka_western_pennsylv_fc5ff8e6dd__places,staging,portal_cka_western_pennsylv_fc5ff8e6dd,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,8,star-cte-resolved,False,0,0,1,0,1,0,0,1
stg_portal_cka_western_pennsylv_fd81b4fb82__records,staging,portal_cka_western_pennsylv_fd81b4fb82,unresolved,event,,columns only: dated rows,low,record,,CONTAINER_ID,18,star-cte-resolved,False,2,0,5,2,1,0,0,0
stg_portal_cka_western_pennsylv_fde38758c9__places,staging,portal_cka_western_pennsylv_fde38758c9,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,7,star-cte-resolved,False,0,0,2,1,0,0,0,1
stg_portal_cka_wprdc_allegheny_024b629f91__places,staging,portal_cka_wprdc_allegheny_024b629f91,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,10,star-cte-resolved,False,0,0,1,1,0,0,0,0
stg_portal_cka_wprdc_allegheny_0b1ba76ac0__places,staging,portal_cka_wprdc_allegheny_0b1ba76ac0,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,22,star-cte-resolved,False,0,0,0,0,1,0,0,1
stg_portal_cka_wprdc_allegheny_0cd6a9957c__records,staging,portal_cka_wprdc_allegheny_0cd6a9957c,facility,noun,facilities,dataset title token 'facilities' in: city of pittsburgh facilities,medium,record,,ID,23,star-cte-resolved,False,0,0,7,2,1,0,0,0
stg_portal_cka_wprdc_allegheny_12c9244c06__places,staging,portal_cka_wprdc_allegheny_12c9244c06,place,noun,places,name token 'places',medium,record,place.,"ZIPCODE, LAST_EDIT_DATE",34,star-cte-resolved,False,1,0,5,0,16,0,0,0
stg_portal_cka_wprdc_allegheny_16a0bb67b4__records,staging,portal_cka_wprdc_allegheny_16a0bb67b4,place,noun,county,dataset title token 'county' in: allegheny county supermarkets & convenience stores,medium,record,,CLIENT_ID,14,star-cte-resolved,False,1,0,6,1,1,0,0,0
stg_portal_cka_wprdc_allegheny_191c75508b__places,staging,portal_cka_wprdc_allegheny_191c75508b,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,8,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_wprdc_allegheny_1b2d51749e__records,staging,portal_cka_wprdc_allegheny_1b2d51749e,crosswalk,link,mapping,dataset title token 'mapping' in: domi street closures for gis mapping,medium,record,,CLOSURE_ID,28,star-cte-resolved,False,2,0,4,3,2,0,0,4
stg_portal_cka_wprdc_allegheny_1ba8209338__records,staging,portal_cka_wprdc_allegheny_1ba8209338,case,event+noun,appeals,dataset title token 'appeals' in: allegheny county finished property assessment appeals,medium,record,,PARCEL_ID,31,star-cte-resolved,False,4,1,1,1,9,0,0,3
stg_portal_cka_wprdc_allegheny_1c103ee2cd__places,staging,portal_cka_wprdc_allegheny_1c103ee2cd,place,noun,places,name token 'places',medium,record,place.,"ZIP_CODE, CREATE_DATE, PROPERTY_TYPE, INSPECTION_STATUS, PARCEL_ID",17,star-cte-resolved,False,1,0,4,2,3,0,0,1
stg_portal_cka_wprdc_allegheny_1e2c46c189__places,staging,portal_cka_wprdc_allegheny_1e2c46c189,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_LENGTH,13,star-cte-resolved,False,0,0,0,1,0,0,0,3
stg_portal_cka_wprdc_allegheny_1ef371e8e0__places,staging,portal_cka_wprdc_allegheny_1ef371e8e0,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,6,star-cte-resolved,False,0,0,0,1,1,0,0,0
stg_portal_cka_wprdc_allegheny_20bc27569a__places,staging,portal_cka_wprdc_allegheny_20bc27569a,place,noun,place,grain says 'one row per place',high,place,place.,GEOID10,56,star-cte-resolved,False,0,0,4,1,0,0,0,3
stg_portal_cka_wprdc_allegheny_21287d8a95__places,staging,portal_cka_wprdc_allegheny_21287d8a95,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,14,star-cte-resolved,False,3,0,1,0,1,0,0,0
stg_portal_cka_wprdc_allegheny_2169858e8a__places,staging,portal_cka_wprdc_allegheny_2169858e8a,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,17,star-cte-resolved,False,0,0,1,0,1,0,0,0
stg_portal_cka_wprdc_allegheny_224873a888__places,staging,portal_cka_wprdc_allegheny_224873a888,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_LENGTH,33,star-cte-resolved,False,1,0,4,3,2,0,0,1
stg_portal_cka_wprdc_allegheny_2361fe1e6b__places,staging,portal_cka_wprdc_allegheny_2361fe1e6b,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,22,star-cte-resolved,False,3,0,2,1,2,0,0,1
stg_portal_cka_wprdc_allegheny_2525cd1bb1__places,staging,portal_cka_wprdc_allegheny_2525cd1bb1,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_LENGTH,9,star-cte-resolved,False,0,0,1,1,1,0,0,0
stg_portal_cka_wprdc_allegheny_2c7518708c__places,staging,portal_cka_wprdc_allegheny_2c7518708c,place,noun,place,grain says 'one row per place',high,place,place.,GEOID10,34,star-cte-resolved,False,0,0,3,1,0,0,0,4
stg_portal_cka_wprdc_allegheny_2d91e81224__places,staging,portal_cka_wprdc_allegheny_2d91e81224,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,7,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_wprdc_allegheny_2dd6b565a7__places,staging,portal_cka_wprdc_allegheny_2dd6b565a7,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,8,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_wprdc_allegheny_2e4d4f0008__places,staging,portal_cka_wprdc_allegheny_2e4d4f0008,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,26,star-cte-resolved,False,0,0,1,4,2,0,0,1
stg_portal_cka_wprdc_allegheny_361ce9a809__places,staging,portal_cka_wprdc_allegheny_361ce9a809,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,13,star-cte-resolved,False,0,0,2,1,0,0,0,2
stg_portal_cka_wprdc_allegheny_3719f1842e__places,staging,portal_cka_wprdc_allegheny_3719f1842e,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,51,star-cte-resolved,False,0,0,1,0,2,0,0,1
stg_portal_cka_wprdc_allegheny_38dbfe9aed__places,staging,portal_cka_wprdc_allegheny_38dbfe9aed,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,13,star-cte-resolved,False,0,0,2,0,0,0,0,2
stg_portal_cka_wprdc_allegheny_39aa454dda__places,staging,portal_cka_wprdc_allegheny_39aa454dda,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,20,star-cte-resolved,False,0,0,6,1,2,0,0,0
stg_portal_cka_wprdc_allegheny_3c29facd4a__places,staging,portal_cka_wprdc_allegheny_3c29facd4a,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,20,star-cte-resolved,False,0,0,1,1,0,1,0,1
stg_portal_cka_wprdc_allegheny_3ced3b9382__places,staging,portal_cka_wprdc_allegheny_3ced3b9382,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,25,star-cte-resolved,False,1,1,6,0,0,0,1,1
stg_portal_cka_wprdc_allegheny_415f1fe712__records,staging,portal_cka_wprdc_allegheny_415f1fe712,asset,noun,bridges,dataset title token 'bridges' in: allegheny county-owned bridges points,medium,record,,ET_ID,14,star-cte-resolved,False,0,0,1,1,0,0,0,0
stg_portal_cka_wprdc_allegheny_4597fbdfe3__records,staging,portal_cka_wprdc_allegheny_4597fbdfe3,UNMAPPED,unclassified,,no signal matched,none,record,,TRIP_ID,12,star-cte-resolved,False,0,0,0,3,0,0,0,0
stg_portal_cka_wprdc_allegheny_49ed6437bf__records,staging,portal_cka_wprdc_allegheny_49ed6437bf,violation,event,violations,dataset title token 'violations' in: allegheny county plumbing inspections & violations,medium,record,,INSPECTION_ID,22,star-cte-resolved,False,1,0,3,2,2,0,1,0
stg_portal_cka_wprdc_allegheny_4a2424ea96__places,staging,portal_cka_wprdc_allegheny_4a2424ea96,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,10,star-cte-resolved,False,1,0,1,0,0,0,0,0
stg_portal_cka_wprdc_allegheny_4a80359b95__places,staging,portal_cka_wprdc_allegheny_4a80359b95,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,25,star-cte-resolved,False,3,0,1,0,1,0,0,0
stg_portal_cka_wprdc_allegheny_4ce939751e__places,staging,portal_cka_wprdc_allegheny_4ce939751e,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_LENGTH,17,star-cte-resolved,False,0,0,1,0,1,0,0,0
stg_portal_cka_wprdc_allegheny_4d7552bf98__places,staging,portal_cka_wprdc_allegheny_4d7552bf98,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,18,star-cte-resolved,False,0,0,6,2,0,0,0,0
stg_portal_cka_wprdc_allegheny_4e7d1f0fea__places,staging,portal_cka_wprdc_allegheny_4e7d1f0fea,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,38,star-cte-resolved,False,0,0,2,2,1,0,0,0
stg_portal_cka_wprdc_allegheny_4f79fa2e0c__places,staging,portal_cka_wprdc_allegheny_4f79fa2e0c,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,8,star-cte-resolved,False,0,0,1,0,1,0,0,1
stg_portal_cka_wprdc_allegheny_4f981d5bb2__places,staging,portal_cka_wprdc_allegheny_4f981d5bb2,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,13,star-cte-resolved,False,0,0,3,0,0,0,0,1
stg_portal_cka_wprdc_allegheny_508c030bd9__records,staging,portal_cka_wprdc_allegheny_508c030bd9,unresolved,event,,columns only: dated rows,low,record,,CONTAINER_ID,18,star-cte-resolved,False,2,0,5,2,1,0,0,0
stg_portal_cka_wprdc_allegheny_52325c950c__places,staging,portal_cka_wprdc_allegheny_52325c950c,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,10,star-cte-resolved,False,3,0,1,0,0,0,0,0
stg_portal_cka_wprdc_allegheny_54998e6eda__places,staging,portal_cka_wprdc_allegheny_54998e6eda,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,14,star-cte-resolved,False,0,0,1,1,2,0,0,2
stg_portal_cka_wprdc_allegheny_5b37a5568e__records,staging,portal_cka_wprdc_allegheny_5b37a5568e,registration,event+noun,permits,dataset title token 'permits' in: pli permits,medium,record,,PERMIT_ID,20,star-cte-resolved,False,1,0,4,1,4,0,0,2
stg_portal_cka_wprdc_allegheny_5c657eba17__places,staging,portal_cka_wprdc_allegheny_5c657eba17,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,10,star-cte-resolved,False,0,0,1,1,0,0,0,1
stg_portal_cka_wprdc_allegheny_5fe14c3854__places,staging,portal_cka_wprdc_allegheny_5fe14c3854,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,7,star-cte-resolved,False,0,0,2,0,0,0,0,0
stg_portal_cka_wprdc_allegheny_60987ada0e__places,staging,portal_cka_wprdc_allegheny_60987ada0e,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,11,star-cte-resolved,False,0,0,4,0,0,0,0,1
stg_portal_cka_wprdc_allegheny_60a2a72ffd__places,staging,portal_cka_wprdc_allegheny_60a2a72ffd,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,7,star-cte-resolved,False,0,0,2,0,0,0,0,0
stg_portal_cka_wprdc_allegheny_63627b65f8__places,staging,portal_cka_wprdc_allegheny_63627b65f8,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,5,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_wprdc_allegheny_680ea60076__places,staging,portal_cka_wprdc_allegheny_680ea60076,place,noun,place,grain says 'one row per place',high,place,place.,FIPS,22,star-cte-resolved,False,0,0,2,1,1,0,0,1
stg_portal_cka_wprdc_allegheny_692c217fc7__records,staging,portal_cka_wprdc_allegheny_692c217fc7,registry,noun,inventory,dataset title token 'inventory' in: irise regional landslide inventory for southwestern pennsylv,medium,record,,ID,81,star-cte-resolved,False,3,0,5,1,0,0,0,0
stg_portal_cka_wprdc_allegheny_694f40a849__places,staging,portal_cka_wprdc_allegheny_694f40a849,place,noun,place,grain says 'one row per place',high,place,place.,ZIP,15,star-cte-resolved,False,0,0,5,0,0,0,0,0
stg_portal_cka_wprdc_allegheny_6ac4cb010c__places,staging,portal_cka_wprdc_allegheny_6ac4cb010c,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,5,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_wprdc_allegheny_6c8f129ae5__places,staging,portal_cka_wprdc_allegheny_6c8f129ae5,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,37,star-cte-resolved,False,5,0,4,1,0,0,0,2
stg_portal_cka_wprdc_allegheny_6f406e40a6__places,staging,portal_cka_wprdc_allegheny_6f406e40a6,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,9,star-cte-resolved,False,0,0,1,0,1,0,0,0
stg_portal_cka_wprdc_allegheny_6f76317272__places,staging,portal_cka_wprdc_allegheny_6f76317272,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,25,star-cte-resolved,False,2,0,5,1,4,0,0,0
stg_portal_cka_wprdc_allegheny_7103930983__places,staging,portal_cka_wprdc_allegheny_7103930983,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,18,star-cte-resolved,False,0,0,3,1,0,0,0,1
stg_portal_cka_wprdc_allegheny_7431e84319__places,staging,portal_cka_wprdc_allegheny_7431e84319,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,8,star-cte-resolved,False,0,0,1,0,2,0,0,0
stg_portal_cka_wprdc_allegheny_7583eabd41__places,staging,portal_cka_wprdc_allegheny_7583eabd41,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,10,star-cte-resolved,False,0,0,2,0,1,0,0,0
stg_portal_cka_wprdc_allegheny_7af23acd2f__records,staging,portal_cka_wprdc_allegheny_7af23acd2f,unresolved,event,,columns only: dated rows,low,record,,"START_STATION_ID, END_STATION_ID, START_DATE",11,star-cte-resolved,False,7,0,0,0,1,0,0,0
stg_portal_cka_wprdc_allegheny_7b65ae0cff__records,staging,portal_cka_wprdc_allegheny_7b65ae0cff,place,noun,locations,dataset title token 'locations' in: allegheny county restaurant/food facility inspections and lo,medium,record,,INSPECTION_ID,19,star-cte-resolved,False,2,0,3,1,4,0,0,1
stg_portal_cka_wprdc_allegheny_7d1a10da58__places,staging,portal_cka_wprdc_allegheny_7d1a10da58,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,9,star-cte-resolved,False,1,0,2,0,0,0,0,0
stg_portal_cka_wprdc_allegheny_822e5dba4c__records,staging,portal_cka_wprdc_allegheny_822e5dba4c,unresolved,event,,columns only: dated money rows,low,record,,ID,23,star-cte-resolved,False,2,1,4,2,2,0,0,1
stg_portal_cka_wprdc_allegheny_86091a7f3e__places,staging,portal_cka_wprdc_allegheny_86091a7f3e,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,15,star-cte-resolved,False,0,0,1,1,0,0,0,1
stg_portal_cka_wprdc_allegheny_860eca7188__places,staging,portal_cka_wprdc_allegheny_860eca7188,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,7,star-cte-resolved,False,0,0,2,1,0,0,0,1
stg_portal_cka_wprdc_allegheny_8777c10d3a__places,staging,portal_cka_wprdc_allegheny_8777c10d3a,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,8,star-cte-resolved,False,0,0,1,0,0,0,0,1
stg_portal_cka_wprdc_allegheny_8afe5e2497__places,staging,portal_cka_wprdc_allegheny_8afe5e2497,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,12,star-cte-resolved,False,3,0,0,0,1,0,0,1
stg_portal_cka_wprdc_allegheny_8e6bde379c__places,staging,portal_cka_wprdc_allegheny_8e6bde379c,place,noun,place,grain says 'one row per place',high,place,place.,LATITUDE,27,star-cte-resolved,False,2,0,4,3,1,0,0,3
stg_portal_cka_wprdc_allegheny_916d2d00a4__places,staging,portal_cka_wprdc_allegheny_916d2d00a4,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,26,star-cte-resolved,False,2,0,4,0,0,0,0,0
stg_portal_cka_wprdc_allegheny_91fae70b2d__places,staging,portal_cka_wprdc_allegheny_91fae70b2d,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,14,star-cte-resolved,False,0,0,2,1,0,0,0,3
stg_portal_cka_wprdc_allegheny_97a64ba0a6__places,staging,portal_cka_wprdc_allegheny_97a64ba0a6,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,21,star-cte-resolved,False,0,0,0,1,0,0,0,0
stg_portal_cka_wprdc_allegheny_982637b35d__places,staging,portal_cka_wprdc_allegheny_982637b35d,place,noun,place,grain says 'one row per place',high,place,place.,GEOID10,42,star-cte-resolved,False,3,0,4,3,0,0,0,1
stg_portal_cka_wprdc_allegheny_98a0e89fa3__places,staging,portal_cka_wprdc_allegheny_98a0e89fa3,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,60,star-cte-resolved,False,0,13,6,1,1,0,0,3
stg_portal_cka_wprdc_allegheny_99dbbb9235__places,staging,portal_cka_wprdc_allegheny_99dbbb9235,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,11,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_wprdc_allegheny_9aed398c25__places,staging,portal_cka_wprdc_allegheny_9aed398c25,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,7,star-cte-resolved,False,0,0,1,0,1,0,0,0
