branch,park_type,family,model,line
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_1ef371e8e0__places,stg_portal_cka_wprdc_allegheny_1ef371e8e0__places: no date column — snapshot only
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_20bc27569a__places,stg_portal_cka_wprdc_allegheny_20bc27569a__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_20bc27569a__places,stg_portal_cka_wprdc_allegheny_20bc27569a__places: no date column — snapshot only
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_21287d8a95__places,stg_portal_cka_wprdc_allegheny_21287d8a95__places: no population/served column on the thing itself
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_2169858e8a__places,stg_portal_cka_wprdc_allegheny_2169858e8a__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_2169858e8a__places,stg_portal_cka_wprdc_allegheny_2169858e8a__places: no date column — snapshot only
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_224873a888__places,stg_portal_cka_wprdc_allegheny_224873a888__places: no population/served column on the thing itself
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_2361fe1e6b__places,stg_portal_cka_wprdc_allegheny_2361fe1e6b__places: no population/served column on the thing itself
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_2525cd1bb1__places,stg_portal_cka_wprdc_allegheny_2525cd1bb1__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_2525cd1bb1__places,stg_portal_cka_wprdc_allegheny_2525cd1bb1__places: no date column — snapshot only
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_2c7518708c__places,stg_portal_cka_wprdc_allegheny_2c7518708c__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_2c7518708c__places,stg_portal_cka_wprdc_allegheny_2c7518708c__places: no date column — snapshot only
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_2d91e81224__places,stg_portal_cka_wprdc_allegheny_2d91e81224__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_2d91e81224__places,stg_portal_cka_wprdc_allegheny_2d91e81224__places: no date column — snapshot only
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_2dd6b565a7__places,stg_portal_cka_wprdc_allegheny_2dd6b565a7__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_2dd6b565a7__places,stg_portal_cka_wprdc_allegheny_2dd6b565a7__places: no date column — snapshot only
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_2e4d4f0008__places,stg_portal_cka_wprdc_allegheny_2e4d4f0008__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_2e4d4f0008__places,stg_portal_cka_wprdc_allegheny_2e4d4f0008__places: no date column — snapshot only
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_361ce9a809__places,stg_portal_cka_wprdc_allegheny_361ce9a809__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_361ce9a809__places,stg_portal_cka_wprdc_allegheny_361ce9a809__places: no date column — snapshot only
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_3719f1842e__places,stg_portal_cka_wprdc_allegheny_3719f1842e__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_3719f1842e__places,stg_portal_cka_wprdc_allegheny_3719f1842e__places: no date column — snapshot only
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_38dbfe9aed__places,stg_portal_cka_wprdc_allegheny_38dbfe9aed__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_38dbfe9aed__places,stg_portal_cka_wprdc_allegheny_38dbfe9aed__places: no date column — snapshot only
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_39aa454dda__places,stg_portal_cka_wprdc_allegheny_39aa454dda__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_39aa454dda__places,stg_portal_cka_wprdc_allegheny_39aa454dda__places: no date column — snapshot only
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_3c29facd4a__places,stg_portal_cka_wprdc_allegheny_3c29facd4a__places: no date column — snapshot only
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_3ced3b9382__places,stg_portal_cka_wprdc_allegheny_3ced3b9382__places: no population/served column on the thing itself
per person served,needs-population,asset,stg_portal_cka_wprdc_allegheny_415f1fe712__records,stg_portal_cka_wprdc_allegheny_415f1fe712__records: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,asset,stg_portal_cka_wprdc_allegheny_415f1fe712__records,stg_portal_cka_wprdc_allegheny_415f1fe712__records: spine entity undetermined at onboarding
any trend over time,needs-history,asset,stg_portal_cka_wprdc_allegheny_415f1fe712__records,stg_portal_cka_wprdc_allegheny_415f1fe712__records: no date column — snapshot only
join to the entity spine,needs-crosswalk,UNMAPPED,stg_portal_cka_wprdc_allegheny_4597fbdfe3__records,stg_portal_cka_wprdc_allegheny_4597fbdfe3__records: spine entity undetermined at onboarding
any trend over time,needs-history,UNMAPPED,stg_portal_cka_wprdc_allegheny_4597fbdfe3__records,stg_portal_cka_wprdc_allegheny_4597fbdfe3__records: no date column — snapshot only
per person served,needs-population,violation,stg_portal_cka_wprdc_allegheny_49ed6437bf__records,stg_portal_cka_wprdc_allegheny_49ed6437bf__records: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,violation,stg_portal_cka_wprdc_allegheny_49ed6437bf__records,stg_portal_cka_wprdc_allegheny_49ed6437bf__records: spine entity undetermined at onboarding
was there an inspection first (real lineage),needs-lineage,violation,stg_portal_cka_wprdc_allegheny_49ed6437bf__records,stg_portal_cka_wprdc_allegheny_49ed6437bf__records: stage-to-stage links need row-level lineage proof
did anyone get hurt (harm join),needs-second-table,violation,stg_portal_cka_wprdc_allegheny_49ed6437bf__records,stg_portal_cka_wprdc_allegheny_49ed6437bf__records: harm lives in a different fact table
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_4a2424ea96__places,stg_portal_cka_wprdc_allegheny_4a2424ea96__places: no population/served column on the thing itself
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_4a80359b95__places,stg_portal_cka_wprdc_allegheny_4a80359b95__places: no population/served column on the thing itself
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_4ce939751e__places,stg_portal_cka_wprdc_allegheny_4ce939751e__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_4ce939751e__places,stg_portal_cka_wprdc_allegheny_4ce939751e__places: no date column — snapshot only
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_4d7552bf98__places,stg_portal_cka_wprdc_allegheny_4d7552bf98__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_4d7552bf98__places,stg_portal_cka_wprdc_allegheny_4d7552bf98__places: no date column — snapshot only
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_4e7d1f0fea__places,stg_portal_cka_wprdc_allegheny_4e7d1f0fea__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_4e7d1f0fea__places,stg_portal_cka_wprdc_allegheny_4e7d1f0fea__places: no date column — snapshot only
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_4f79fa2e0c__places,stg_portal_cka_wprdc_allegheny_4f79fa2e0c__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_4f79fa2e0c__places,stg_portal_cka_wprdc_allegheny_4f79fa2e0c__places: no date column — snapshot only
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_4f981d5bb2__places,stg_portal_cka_wprdc_allegheny_4f981d5bb2__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_4f981d5bb2__places,stg_portal_cka_wprdc_allegheny_4f981d5bb2__places: no date column — snapshot only
per person served,needs-population,unresolved,stg_portal_cka_wprdc_allegheny_508c030bd9__records,stg_portal_cka_wprdc_allegheny_508c030bd9__records: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,unresolved,stg_portal_cka_wprdc_allegheny_508c030bd9__records,stg_portal_cka_wprdc_allegheny_508c030bd9__records: spine entity undetermined at onboarding
was there an inspection first (real lineage),needs-lineage,unresolved,stg_portal_cka_wprdc_allegheny_508c030bd9__records,stg_portal_cka_wprdc_allegheny_508c030bd9__records: stage-to-stage links need row-level lineage proof
did anyone get hurt (harm join),needs-second-table,unresolved,stg_portal_cka_wprdc_allegheny_508c030bd9__records,stg_portal_cka_wprdc_allegheny_508c030bd9__records: harm lives in a different fact table
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_52325c950c__places,stg_portal_cka_wprdc_allegheny_52325c950c__places: no population/served column on the thing itself
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_54998e6eda__places,stg_portal_cka_wprdc_allegheny_54998e6eda__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_54998e6eda__places,stg_portal_cka_wprdc_allegheny_54998e6eda__places: no date column — snapshot only
per person served,needs-population,registration,stg_portal_cka_wprdc_allegheny_5b37a5568e__records,stg_portal_cka_wprdc_allegheny_5b37a5568e__records: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,registration,stg_portal_cka_wprdc_allegheny_5b37a5568e__records,stg_portal_cka_wprdc_allegheny_5b37a5568e__records: spine entity undetermined at onboarding
was there an inspection first (real lineage),needs-lineage,registration,stg_portal_cka_wprdc_allegheny_5b37a5568e__records,stg_portal_cka_wprdc_allegheny_5b37a5568e__records: stage-to-stage links need row-level lineage proof
did anyone get hurt (harm join),needs-second-table,registration,stg_portal_cka_wprdc_allegheny_5b37a5568e__records,stg_portal_cka_wprdc_allegheny_5b37a5568e__records: harm lives in a different fact table
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_5c657eba17__places,stg_portal_cka_wprdc_allegheny_5c657eba17__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_5c657eba17__places,stg_portal_cka_wprdc_allegheny_5c657eba17__places: no date column — snapshot only
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_5fe14c3854__places,stg_portal_cka_wprdc_allegheny_5fe14c3854__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_5fe14c3854__places,stg_portal_cka_wprdc_allegheny_5fe14c3854__places: no date column — snapshot only
per person served,needs-population,place,stg_portal_cka_wprdc_allegheny_60987ada0e__places,stg_portal_cka_wprdc_allegheny_60987ada0e__places: no population/served column on the thing itself
any trend over time,needs-history,place,stg_portal_cka_wprdc_allegheny_60987ada0e__places,stg_portal_cka_wprdc_allegheny_60987ada0e__places: no date column — snapshot only
