EIN,EST_KEY,COMPANY,ESTABLISHMENT,CITY,STATE,NAICS,INDUSTRY,SIZE_BAND,EMPLOYEES,HOURS,DEATHS,DART_CASES,DAFW_DAYS,DART_RATE,TRIR,DAYS_PER_CASE,COHORT_N,COHORT_MEDIAN_DART,COHORT_POOLED_DART,FOLD_VS_POOLED,FOLD_VS_MEDIAN,Z_SCORE,PCT_RANK_IN_COHORT
842200325,997484,Dylan Logistics LLC,Dylan Logistics LLC,HIGHLAND VILLAGE,TX,4922,"Delivery service (except as part of intercity carrier network, U.S. Postal Service)",50-99,71,215098,0,23,75,21.39,21.39,25.0,389,7.78,9.59,2.23,2.75,1.14,0.8808
581853319,1388164,The Home Depot,4737 COVINGTONWA,COVINGTON,WA,4441,Home Centers,50-99,91,179113,0,6,104,6.70,6.70,104.0,1359,2.54,3.01,2.23,2.64,1.48,0.9037
431659860,1001168,Charter Communications,KY_Louisville_4701 Commerce Crossing_NSGHTCCL,LOUISVILLE,KY,5171,wired telecommunication carriers,250-999,498,996000,0,8,643,1.61,3.41,80.4,122,0.27,0.72,2.23,5.91,0.6,0.7333
610712178,900323,Bunzl Distribution Inc.,Bunzl Distribution Inc. DBA Bunzl Anaheim,ANAHEIM,CA,4241,Wholesale distribution,50-99,99,219361,0,7,0,6.38,6.38,,72,1.99,2.86,2.23,3.21,1.22,0.8545
581943935,728966,"Ritz Instrument Transformers, Inc.","Ritz Instrument Transformers, Inc",LAVONIA,GA,3353,"Transformers, electric power, manufacturing",250-999,305,690038,0,8,31,2.32,2.32,15.5,78,0.75,1.04,2.23,3.10,0.79,0.8462
611758373,797580,Sugar Creek Packing Company,"Veroni, USA",LOGAN TOWNSHIP,NJ,3116,Processed meats manufacturing,100-249,100,204854,0,8,34,7.81,7.81,11.3,172,2.69,3.50,2.23,2.90,1.33,0.8874
460307899,1270590,BCI Integrated Solutions,BCI Integrated Solutions,TAMPA,FL,2382,Electrical contractors,250-999,400,672000,0,7,6,2.08,5.36,1.0,519,0.55,0.93,2.23,3.77,0.81,0.8526
581853319,1387735,The Home Depot,0278 LEESBURG FL,LEESBURG,FL,4441,Home Centers,50-99,76,148930,0,5,36,6.71,6.71,36.0,1359,2.54,3.01,2.23,2.64,1.49,0.9054
582480149,1105713,United Parcel Service Inc,WAMYS - MARYSVILLE CENTER,MARYSVILLE,WA,4921,Couriers and Express Delivery Services,100-249,146,207417,0,18,578,17.36,20.25,82.6,1272,6.61,7.77,2.23,2.63,1.39,0.908
330780329,1371308,REPUBLIC NATIONAL DISTRIBUTING COMPANY YOUNG S MARKET-TUSTIN  DEPOT   EXPRE,739 YOUNG S MARKET-TUSTIN  DEPOT   EXPRESS,TUSTIN,CA,4248,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,50-99,85,138532,0,6,463,8.66,8.66,77.2,148,2.99,3.88,2.23,2.90,1.39,0.8584
611776778,1246070,WVNH EMP LLC,Mercer Nursing & Rehab,BLUEFIELD,WV,6231,Skilled nursing facilities,50-99,66,139582,0,8,13,11.46,21.49,1.6,2691,2.78,5.14,2.23,4.12,0.76,0.8548
410687192,1073679,BADGER FOUNDRY COMPANY,BADGER FOUNDRY COMPANY,WINONA,MN,3315,"Castings, unfinished iron (e.g., ductile, gray, malleable, semisteel), manufacturing",50-99,93,179378,0,8,5,8.92,11.15,1.0,128,2.76,4.00,2.23,3.24,0.95,0.8421
841044047,665373,"Lumin8 Transportation Technologies, LLC","Lumin8 Transportation Technologies, LLC.",ARVADA,CO,2382,Low voltage electrical work,250-999,403,767050,0,8,240,2.09,2.09,120.0,519,0.55,0.93,2.23,3.78,0.81,0.855
472400392,129102,,Medilodge of Cass City,CASS CITY,MI,6231,Skilled nursing facilities,50-99,72,104776,0,6,61,11.45,17.18,12.2,2691,2.78,5.14,2.23,4.11,0.75,0.8543
581853319,1039719,The Home Depot,2503 CATONSVILLE,CATONSVILLE,MD,4441,Home Centers,50-99,91,178843,0,6,64,6.71,6.71,64.0,1359,2.54,3.01,2.23,2.64,1.49,0.9046
843176069,808846,CENTRAL CALIFORNIA BAKING CO,CENTRAL CALIFORNIA BAKING CO,EXETER,CA,3118,"Pastries (e.g., Danish, French), fresh, made in commercial bakeries",100-249,106,218323,0,9,593,8.24,15.57,65.9,272,2.78,3.72,2.22,2.96,0.88,0.8907
390766649,1125197,,Lincoln Wood Products,MERRILL,WI,3219,Manufacturer of Windows and Doors,100-249,209,316942,0,13,27,8.20,13.25,9.0,273,2.74,3.70,2.22,2.99,1.32,0.8787
381249848,1369839,Gordon Food Service,KYLEXIN02,LEXINGTON,KY,4244,General Line Grocery Merchant Wholesalers,50-99,53,105235,0,5,418,9.50,11.40,83.6,619,3.26,4.28,2.22,2.91,1.26,0.8735
043017601,1404751,"""Triumvirate Environmental inc""","""Somerville 200""","""SOMERVILLE""",MA,5622,"""Waste except sewage treatment facilities nonhazardous""",250-999,308,572761,0,7,202,2.44,3.49,101.0,17,0.32,1.10,2.22,7.72,0.53,0.7778
311703809,608347,CINTAS,039K - SACRAMENTO CA RNTL,SACRAMENTO,CA,8123,Industrial Launderers,100-249,101,201214,0,5,3,4.97,4.97,3.0,366,1.56,2.24,2.22,3.18,1.15,0.8481
232816365,1363658,Vestis Corporation 614-MADISON WI,614 614-MADISON WI,MADISON,WI,8123,Industrial Launderers,100-249,120,241219,0,6,1,4.97,4.97,1.0,366,1.56,2.24,2.22,3.19,1.15,0.8516
043360747,1149987,"BJ's Wholesale Club, Inc. WEBSTER, NY","25320075 WEBSTER, NY",WEBSTER,NY,4552,Warehouse Club and Supercenters,100-249,121,144013,0,5,233,6.94,8.33,46.6,619,2.50,3.13,2.22,2.78,1.38,0.9004
251869011,1058461,Giant Company,GIANT FOOD STORES 6300,RED LION,PA,4451,Grocery Stores,250-999,270,278742,0,9,74,6.46,8.61,14.8,526,2.12,2.91,2.22,3.05,1.21,0.9255
311224364,1312386,NK Parts Industries Inc.,NK Parts Industries - RP-TMP-O,RUSSELLS POINT,OH,4931,"Warehousing and storage, general merchandise",100-249,159,279704,0,8,32,5.72,7.87,32.0,1381,1.74,2.58,2.22,3.30,0.95,0.8388
521542646,1266590,Aviagen,Albertville Research Facility,ALBERTVILLE,AL,1123,Chicken Egg Production,50-99,93,215208,0,5,76,4.65,6.51,76.0,124,1.76,2.10,2.22,2.64,1.09,0.878
956000944,293170,,COUNTY OF VENTURA; HEALTH CARE AGENCY; PUBLIC HEALTH,OXNARD,CA,9231,"Health planning and development agencies, government",250-999,376,710368,0,7,253,1.97,2.82,50.6,79,0.34,0.89,2.22,5.72,0.85,0.8148
863577980,1221129,"Evergreen Recyling, LLC","Evergreen Recycling, LLC - Riverside",RIVERSIDE,CA,3261,"Film, plastics, packaging, manufacturing",100-249,122,227685,0,5,187,4.39,8.78,93.5,907,1.39,1.98,2.22,3.16,0.94,0.8132
591223299,139849,KING PLASTIC CORPORATION,KING PLASTIC CORPORATION,NORTH PORT,FL,3261,Manufacturing,100-249,193,364267,0,8,41,4.39,4.94,8.2,907,1.39,1.98,2.22,3.16,0.94,0.8147
410215170,636669,Target,1237 - Bozeman,BOZEMAN,MT,4521,Discount Department Stores,100-249,244,272658,0,8,5,5.87,5.87,2.5,1747,2.21,2.65,2.22,2.65,1.53,0.9026
410215170,636985,Target,1808 - Spring Valley,SPRING VALLEY,NY,4521,Discount Department Stores,100-249,227,238258,0,7,143,5.88,6.72,35.8,1747,2.21,2.65,2.22,2.66,1.53,0.9032
410215170,860716,Target,1291 - Phoenixville,PHOENIXVILLE,PA,4521,Discount Department Stores,100-249,138,170056,0,5,8,5.88,5.88,2.7,1747,2.21,2.65,2.22,2.66,1.54,0.9039
410215170,917047,Target,1040 - Vista North University Drive,VISTA,CA,4521,Discount Department Stores,100-249,193,203821,0,6,93,5.89,5.89,93.0,1747,2.21,2.65,2.22,2.66,1.54,0.9046
430995726,903468,"Indevco, Inc., d/b/a Mid America Truss","Indevco, Inc., d/b/a Mid America Truss",JEFFERSON CITY,MO,3212,"Trusses, wood, glue laminated or metal connected, manufacturing",50-99,92,173221,0,6,9,6.93,8.08,3.0,182,1.97,3.12,2.22,3.51,0.9,0.7742
880421120,1372085,AMERICAN MED RESPONSEGLOBAL MED RESPONSE 015025,Medicwest Nv - 14777,NORTH LAS VEGAS,NV,6219,,250-999,304,531398,0,22,1015,8.28,12.80,50.8,140,3.73,3.73,2.22,2.22,1.17,0.873
251430922,1086536,,EmergyCare,ERIE,PA,6219,"Ambulance services, air or ground",250-999,264,385704,0,16,634,8.30,8.30,42.3,140,3.73,3.73,2.22,2.22,1.18,0.881
066010477,1018707,The Arc Eastern Connecticut,The Arc Eastern Connecticut,NORWICH,CT,6243,"Vocational rehabilitation or habilitation services (e.g., job counseling, job training, work experience)",100-249,164,215384,0,7,203,6.50,6.50,67.7,128,1.94,2.93,2.22,3.35,1.23,0.8485
134236444,1411747,Woda Cooper Companies,Woda Cooper Personnel,COLUMBUS,OH,5313,Residential property managing,250-999,359,746720,0,13,187,3.48,9.91,14.4,46,0.89,1.57,2.22,3.89,0.81,0.7742
911223280,1378317,COSTCO WHOLESALE,0112   WENATCHEE WA WHSE,EAST WENATCHEE,WA,4552,Wholesale Grocer,250-999,300,442247,0,24,801,10.85,12.21,53.4,692,4.44,4.89,2.22,2.44,2.12,0.9766
770529522,1328172,Hilltop Ranch Inc,Hilltop Ranch Inc. - Turlock Rd.,BALLICO,CA,1151,Postharvest Crop Activities except Cotton Ginning,100-249,140,265836,0,8,164,6.02,8.28,82.0,193,2.12,2.71,2.22,2.83,1.22,0.8563
475507518,561604,"DHCS Associates, LLC d/b/a DoubleTree Colorado Springs","DHCS Associates, LLC d/b/a DoubleTree Colorado Springs",COLORADO SPRINGS,CO,7211,Hotels (except casino hotels),100-249,134,153456,0,5,30,6.52,10.43,15.0,843,2.16,2.94,2.22,3.01,1.22,0.8765
842078154,1337441,Hilton Worldwide Holdings Inc. DT SAN DIEGO-MISSION VALLEY CA,17214 DT SAN DIEGO-MISSION VALLEY CA,SAN DIEGO,CA,7211,Hotels,100-249,125,183600,0,6,182,6.54,6.54,60.7,843,2.16,2.94,2.22,3.02,1.23,0.8779
390989248,1002417,"""Menards""","""RAPID CITY SD - 3133""",RAPID CITY,SD,4441,"""Home Centers""",250-999,286,401090,0,10,69,4.99,8.48,6.9,37,2.40,2.25,2.22,2.08,0.98,0.75
364004211,1172969,Applied Aerospace Structures Corp.,Applied Aerospace Structures Corp.,STOCKTON,CA,3364,Aircraft manufacturing,250-999,515,1025813,0,9,4,1.75,2.73,1.0,173,0.47,0.79,2.22,3.77,0.9,0.7863
417600000,1213102,US Postal Service,SOUTH SUBURBAN_1441096,BEDFORD PARK,IL,4911,Mail and Parcel Delivery,250-999,709,990545,0,45,1001,9.09,9.89,30.3,165,4.03,4.09,2.22,2.25,2.43,0.9756
821997669,1210191,Staples,Fleet: Kansas City SDO,KANSAS CITY,MO,4921,"Courier services (i.e., intercity network) (except establishments operating under a universal service obligation)",20-49,49,73315,0,5,511,13.64,13.64,102.2,721,4.29,6.15,2.22,3.18,1.06,0.792
820544687,1025588,Amazon.com Services LLC,Amazon.com Services LLC - HPX9,PHOENIX,AZ,4921,Couriers and Express Delivery Services,20-49,46,73215,0,5,27,13.66,13.66,27.0,721,4.29,6.15,2.22,3.19,1.06,0.7965
841897315,857098,Timberhouse Delivery LLC,Timberhouse Delivery LLC,CONYERS,GA,4921,Transportation,50-99,85,123476,0,11,138,17.82,17.82,17.3,1541,6.22,8.02,2.22,2.86,1.16,0.8649
582480149,1106223,United Parcel Service Inc,TNATH - ATHENS CENTER,ATHENS,TN,4921,Couriers and Express Delivery Services,50-99,93,123459,0,11,895,17.82,19.44,127.9,1541,6.22,8.02,2.22,2.86,1.16,0.8657
010238552,989072,Stephens memorial Hosptial,WMH - Stephens Memorial Hospital,NORWAY,ME,6221,"Hospitals, general medical and surgical",250-999,307,489219,0,11,28,4.50,9.81,5.6,1142,1.60,2.03,2.22,2.81,1.26,0.9171
420933383,940565,UnityPoint Health-Des Moines,Grinnell Regional Medical Center,GRINNELL,IA,6221,"Hospitals, general medical and surgical",250-999,314,488038,0,11,14,4.51,6.15,3.5,1142,1.60,2.03,2.22,2.82,1.26,0.9181
421030129,934690,Veterans  Memorial Hospital,Veterans Memorial Hospital,WAUKON,IA,6221,"Children's hospitals, general",250-999,264,310418,0,7,80,4.51,5.15,20.0,1142,1.60,2.03,2.22,2.82,1.26,0.919
021775824,1074308,Kaweah Health,Kaweah Health,VISALIA,CA,6221,"Hospitals, general medical and surgical",1000+,5060,7986014,0,197,6763,4.93,7.74,36.8,1222,2.08,2.23,2.22,2.38,1.61,0.9365
060646668,1153263,HARTFORD HEALTH CARE CORP,HARTFORD HOSPITAL,HARTFORD,CT,6221,General Medical and Surgical Hospitals,1000+,8329,12479872,0,308,6694,4.94,7.66,24.6,1222,2.08,2.23,2.22,2.38,1.61,0.9373
953561198,960749,PIEDMONT MEDICAL CENTER,340 PIEDMONT MEDICAL CENTER,ROCK HILL,SC,6221,General medical and surgical hospitals,1000+,1526,1983901,0,49,2179,4.94,10.48,68.1,1222,2.08,2.23,2.22,2.38,1.62,0.9381
473817850,1256745,Cascade Designs XP8 075,Cascade Designs Nevada LLC,RENO,NV,3399,"Sporting goods (except ammunition, clothing, footwear, small arms) manufacturing",100-249,182,375636,0,8,160,4.26,4.26,26.7,163,1.08,1.92,2.22,3.94,0.95,0.7876
861053953,1268252,Antolin,Grupo Antolin Michigan Inc-Michigan,MARLETTE,MI,3363,"Motor vehicle interior systems (e.g., headliners, panels, seats, trims) manufacturing",100-249,192,365638,0,8,85,4.38,6.02,28.3,398,1.39,1.97,2.22,3.14,1.05,0.8208
710862119,1397191,WalMart Stores East LP,WM 2793,KERNERSVILLE,NC,4529,Warehouse Clubs and Supercenters,250-999,367,578573,0,18,45,6.22,6.91,5.6,3102,2.55,2.81,2.22,2.44,1.82,0.9453
710415188,1398420,Walmart Inc,WM 5461,VANCOUVER,WA,4529,Warehouse Clubs and Supercenters,250-999,325,513468,0,16,55,6.23,8.18,5.0,3102,2.55,2.81,2.22,2.44,1.82,0.9457
710415188,1398074,Walmart Inc,WM 4430,MARICOPA,AZ,4529,Warehouse Clubs and Supercenters,250-999,415,641265,0,20,37,6.24,7.80,37.0,3102,2.55,2.81,2.22,2.45,1.83,0.946
560950585,322218,Coca Cola Consolidated Inc,C340 Charleston,ST ALBANS,WV,4244,,100-249,105,209000,0,12,776,11.48,15.31,70.5,744,4.13,5.17,2.22,2.78,1.54,0.9092
956000928,1151105,County of Orange,Probation Juvenile Hall,ORANGE,CA,9221,Probation,250-999,268,530640,0,34,245,12.81,14.70,9.8,247,4.60,5.78,2.22,2.78,0.96,0.8547
360628460,70441,The Wooster Brush Company,Wooster Brush Co. - Main Plant,WOOSTER,OH,3399,Paintbrushes manufacturing,250-999,541,1004853,0,17,54,3.38,4.78,18.0,89,1.18,1.52,2.22,2.87,1.44,0.8846
231945075,66886,,Elk Haven Nursing Home,ST. MARYS,PA,6231,Skilled nursing facilities,100-249,139,218433,0,12,106,10.99,10.99,10.6,3641,3.20,4.95,2.22,3.44,0.8,0.8917
251803836,926737,Gerlachs Garden & Power Equipment,Gerlachs Garden & Power Equipment- Property Maintenance Division,ERIE,PA,5617,Garden maintenance services,50-99,83,164886,0,5,383,6.06,10.92,95.8,1158,1.82,2.74,2.22,3.33,0.89,0.7629
581853319,1039316,The Home Depot,1009 HILLSDALE,SAN JOSE,CA,4441,Home Centers,100-249,116,226901,0,7,2,6.17,7.05,2.0,4543,2.45,2.78,2.22,2.52,1.66,0.9335
560578072,1360700,"Lowe's Companies, INC LOWE S OF MARTELL, CA",2335 LOWE S OF MARTELL CA,JACKSON,CA,4441,Homecenter,100-249,146,194483,0,6,393,6.17,7.20,65.5,4543,2.45,2.78,2.22,2.52,1.66,0.9337
560578072,1159124,"Lowe's Companies, INC LOWE S OF MARTELL, CA","2335 LOWE S OF MARTELL, CA",JACKSON,CA,4441,Homecenter,100-249,146,194483,0,6,393,6.17,7.20,65.5,4543,2.45,2.78,2.22,2.52,1.66,0.9337
560578072,1332690,"Lowe's Companies, INC LOWE S OF COLUMBIA, MO.","0008 LOWE S OF COLUMBIA, MO.",COLUMBIA,MO,4441,Homecenter,100-249,150,194438,0,6,133,6.17,7.20,44.3,4543,2.45,2.78,2.22,2.52,1.66,0.9342
560578072,1359405,"Lowe's Companies, INC LOWE S OF COLUMBIA, MO.",0008 LOWE S OF COLUMBIA MO.,COLUMBIA,MO,4441,Homecenter,100-249,150,194438,0,6,133,6.17,7.20,44.3,4543,2.45,2.78,2.22,2.52,1.66,0.9342
581853319,1388018,The Home Depot,1501 AURORA CO,AURORA,CO,4441,Home Centers,100-249,116,226487,0,7,0,6.18,7.95,,4543,2.45,2.78,2.22,2.52,1.66,0.9347
560578072,1360357,"Lowe's Companies, INC LOWE S OF PORT CHARLOTTE, FL",1732 LOWE S OF PORT CHARLOTTE FL,PORT CHARLOTTE,FL,4441,Homecenter,100-249,182,258815,0,8,484,6.18,6.18,96.8,4543,2.45,2.78,2.22,2.52,1.66,0.935
560578072,1158834,"Lowe's Companies, INC LOWE S OF PORT CHARLOTTE, FL","1732 LOWE S OF PORT CHARLOTTE, FL",PORT CHARLOTTE,FL,4441,Homecenter,100-249,182,258815,0,8,484,6.18,6.18,96.8,4543,2.45,2.78,2.22,2.52,1.66,0.935
820544687,884077,Amazon.com Services LLC,Amazon.com Services LLC - DDV4,ENGLEWOOD,CO,4921,Couriers and Express Delivery Services,250-999,306,505283,0,34,1211,13.46,14.25,67.3,573,5.97,6.07,2.22,2.25,1.84,0.9514
417600000,1161357,US Postal Service,VISALIA_1386054,VISALIA,CA,4911,Mail and Parcel Delivery,50-99,63,121280,0,8,57,13.19,16.49,9.5,2251,5.22,5.94,2.22,2.53,1.62,0.9324
417600000,1160091,US Postal Service,FT DEARBORN ANNEX_1438542,DEARBORN,MI,4911,Mail and Parcel Delivery,50-99,97,181906,0,12,353,13.19,16.49,44.1,2251,5.22,5.94,2.22,2.53,1.62,0.9329
952090136,1383224,Gelsons Markets,Silverlake - Store 022,SILVERLAKE,CA,4451,"Food (i.e., groceries) stores",50-99,92,182489,0,6,26,6.58,8.77,13.0,5288,2.22,2.97,2.22,2.96,1.13,0.8381
341117102,274268,"Autosales Incorporated, dba Summit Racing Equipment",Summit Racing Equipment Texas,ARLINGTON,TX,4541,Business to Consumer retail sales Internet sites,250-999,347,702585,0,14,77,3.99,4.84,38.5,41,1.57,1.79,2.22,2.54,1.25,0.8621
862964873,1088390,Encompass Health Rehabilitation Hospital of Prosper,Encompass Health Rehabilitation Hospital of Prosper,PROSPER,TX,6223,"Rehabilitation hospitals (except alcoholism, drug addiction)",100-249,183,238192,0,7,0,5.88,8.40,,330,2.11,2.65,2.22,2.79,1.31,0.893
131502798,1370661,American Airlines Group AA-JFK-NEW YORK - JOHN F. KENNEDY,AA-LAS-LAS VEGAS-LAS-TRML AA-LAS-LAS VEGAS,LAS VEGAS,NV,4811,Scheduled Air Transportation,250-999,470,764409,0,57,2648,14.91,17.01,67.9,125,3.88,6.72,2.22,3.84,0.95,0.7845
593002533,194542,Treatt,Treatt,LAKELAND,FL,3119,Beverage flavorings (except coffee based) manufacturing,100-249,125,204902,0,6,0,5.86,5.86,,263,2.11,2.64,2.22,2.78,1.13,0.8559
274553679,1156860,WOODBRIAR PLACE,10162,FALMOUTH,MA,6233,Senior Living,50-99,53,88590,0,5,228,11.29,13.55,114.0,2183,3.60,5.09,2.22,3.13,1.02,0.8523
882559005,999837,Well Oak Tenant LLC,The Ivy at Golden Gate,SAN FRANCISCO,CA,6233,Assisted-living facilities without on-site nursing care facilities,50-99,96,177076,0,10,58,11.29,15.81,9.7,2183,3.60,5.09,2.22,3.14,1.02,0.8529
203744349,1413541,MWSH Bellingham LLC,Spring Creek Retirment & Assisted Living Community LLC,BELLINGHAM,WA,6233,Assisted-living facilities without on-site nursing care facilities,50-99,75,106077,0,6,14,11.31,13.20,14.0,2183,3.60,5.09,2.22,3.14,1.02,0.8535
842952625,865698,"Meridian Waste Acquisitions, LLC","Meridian Waste North Carolina, LLC",RALEIGH,NC,5621,Garbage collection services,50-99,55,118324,0,5,358,8.45,8.45,89.5,435,2.83,3.81,2.22,2.99,1.26,0.8889
352129195,1065890,"Wayne Metals, LLC","Wayne Metals, LLC",MARKLE,IN,3329,"Vault doors and linings, metal, manufacturing",100-249,164,350219,0,7,0,4.00,6.85,,294,1.20,1.80,2.22,3.34,1.02,0.8479
431187055,1051879,Atkins Building Services & Products Inc,Atkins Inc  Columbia,COLUMBIA,MO,5617,"Building cleaning services, janitorial",100-249,182,258169,0,6,5,4.65,7.75,5.0,619,1.42,2.10,2.22,3.27,1.04,0.8254
821948528,1224606,Davey Resource Group Inc,1004135051,KENT,OH,5617,Landscaping Services,100-249,193,385620,0,9,318,4.67,5.71,45.4,619,1.42,2.10,2.22,3.28,1.05,0.8297
581853319,1040235,The Home Depot,4726 TULALIP,MARYSVILLE,WA,4441,Home Centers,50-99,92,180021,0,6,83,6.67,6.67,27.7,1359,2.54,3.01,2.22,2.62,1.47,0.8994
660571219,1355225,SUPERMERCADOS MR.SPECIAL,HORMIGUEROS,HORMIGUEROS,PR,4451,Supermarkets,100-249,148,236435,0,8,67,6.77,10.15,8.4,8151,2.32,3.05,2.22,2.92,1.16,0.8792
362135661,713879,Clark Roofing Co.,Clark Roofing Co.,BROADVIEW,IL,2381,Roofing contractors,50-99,99,182197,0,5,0,5.49,5.49,,941,1.55,2.47,2.22,3.53,0.86,0.7696
300715911,969249,Hughes Brothers Construction Inc,Hughes Brothers Construction Inc,WILDWOOD,FL,2371,"Distribution line, sewer and water, construction",250-999,504,1273261,0,7,165,1.10,1.73,33.0,232,0.32,0.50,2.22,3.49,0.61,0.7911
820544687,883937,Amazon.com Services LLC,Amazon.com Services LLC - FOE1,KANSAS CITY,KS,4931,General Warehousing and Storage,250-999,988,1770527,0,81,62,9.15,9.60,12.4,1038,2.82,4.12,2.22,3.24,1.16,0.8934
560578072,1158394,"Lowe's Companies, INC LOWE S OF SOUTHLAKE, TX","0732 LOWE S OF SOUTHLAKE, TX",SOUTHLAKE,TX,4441,Homecenter,100-249,148,194611,0,6,90,6.17,6.17,45.0,4543,2.45,2.78,2.22,2.52,1.65,0.933
954027869,682405,SOUTHWEST OFFSET PRINTING,SOUTHWEST OFFSET PRINTING,GARDENA,CA,3231,Professional magazines and periodicals commercial printing (except screen) without publishing,250-999,259,434031,0,7,0,3.23,5.99,,109,1.24,1.46,2.22,2.60,1.31,0.8889
311240040,620007,Bloomingdales,72034,CHEVY CHASE,MD,4522,Department Stores,100-249,139,193204,0,6,153,6.21,8.28,38.3,279,2.58,2.80,2.22,2.41,1.6,0.9289
576001121,447311,,City of West Columbia,WEST COLUMBIA,SC,9211,"Advisory commissions, executive government",100-249,225,508855,0,14,443,5.50,9.83,55.4,329,1.58,2.48,2.22,3.48,1.01,0.8263
201517378,224737,Spring Hills at Somerset LLC,Spring Hills Somerset,SOMERSET,NJ,6233,Assisted-living facilities without on-site nursing care facilities,50-99,71,106050,0,6,17,11.32,15.09,4.3,2183,3.60,5.09,2.22,3.14,1.03,0.8541
010085930,1365239,Hannaford,08403 - Store  8403 Kennebunk,KENNEBUNK,ME,4451,Grocery Stores,100-249,191,207003,0,7,30,6.76,9.66,15.0,8151,2.32,3.05,2.22,2.91,1.16,0.8789
134042452,1367862,BOTTLING GROUP LLC,BUENA PARK CA,BUENA PARK,CA,4244,Other Grocery and Related Products Merchant Wholesalers,250-999,428,916349,0,55,632,12.00,12.66,70.2,377,4.91,5.40,2.22,2.44,1.6,0.9233
361282500,1140780,Jewel Food Stores Inc,NAI-0032-0032-03446 FAC-03446-NILES-IL,NILES,IL,4451,Supermarkets and Other Grocery except Convenience Stores,100-249,128,176918,0,6,68,6.78,9.04,11.3,8151,2.32,3.05,2.22,2.92,1.16,0.8798
043294200,465490,Trader Joe's,Trader Joe's 0619 Ashburn,ASHBURN,VA,4451,Grocery Store,100-249,107,147889,0,5,13,6.76,9.47,6.5,8151,2.32,3.05,2.22,2.91,1.16,0.8788
946226565,351216,"Oakland Pallet Co., Inc.","OPC, Inc. - Modesto",MODESTO,CA,3219,"Skids and pallets, wood or wood and metal combination, manufacturing",50-99,70,129893,0,5,0,7.70,10.78,,366,2.71,3.47,2.22,2.84,1.07,0.845
883251498,1174397,"VSL-Fort Myers FL, LLC",Bayside Senior Living,FORT MYERS,FL,6233,Homes for the elderly without nursing care,50-99,70,124043,0,7,6,11.29,14.51,3.0,2183,3.60,5.09,2.22,3.13,1.02,0.8511
844468242,1251478,Terzo Enterprises Incorporated,Terzo Bakersfield,BAKERSFIELD,CA,3219,"Round stave baskets (e.g., fruit, vegetable) manufacturing",50-99,62,129692,0,5,0,7.71,12.34,,366,2.71,3.47,2.22,2.84,1.07,0.8487
043294200,323179,Trader Joe's,Trader Joe's 0649 Towson,TOWSON,MD,4451,Grocery Store,100-249,148,206869,0,7,107,6.77,14.50,26.8,8151,2.32,3.05,2.22,2.92,1.16,0.8794
412096639,546176,"Purfoods, LLC DBA Mom's Meals",Mom's Meals North Jackson Fulfillment,NORTH JACKSON,OH,4931,Refrigerated warehousing,250-999,283,480623,0,22,809,9.15,9.57,67.4,1038,2.82,4.12,2.22,3.25,1.16,0.8945
581853319,1039893,The Home Depot,3042 JOPLIN,JOPLIN,MO,4441,Home Centers,50-99,76,149531,0,5,0,6.69,9.36,,1359,2.54,3.01,2.22,2.63,1.48,0.9028
410215170,1404673,Target,3712 - Sacramento FDC,SACRAMENTO,CA,4522,Discount Department Stores,250-999,463,685365,0,27,426,7.88,7.88,42.6,76,2.93,3.55,2.22,2.69,1.62,0.9589
112504664,1310377,Duro Dyne,Duro Dyne,BAY SHORE,NY,3323,"Ducts, sheet metal, manufacturing",100-249,225,420400,0,11,23,5.23,5.23,4.6,478,1.70,2.35,2.22,3.08,1.01,0.8634
560578072,1359866,"Lowe's Companies, INC LOWE S OF SOUTHLAKE, TX",0732 LOWE S OF SOUTHLAKE TX,SOUTHLAKE,TX,4441,Homecenter,100-249,148,194611,0,6,90,6.17,6.17,45.0,4543,2.45,2.78,2.22,2.52,1.65,0.933
417600000,1162227,US Postal Service,FORT LEE ANNEX_1434012,ENGLEWOOD CLIFFS,NJ,4911,Mail and Parcel Delivery,20-49,47,89097,0,5,188,11.22,11.22,37.6,3667,3.82,5.06,2.22,2.94,1.15,0.832
300948178,1238945,Sciens Building Solutions,Sciens Building Solutions LLC,PLEASANTON,CA,2382,"Electrical, electrical wiring, and low voltage electrical work",1000+,1756,3109854,0,22,915,1.41,2.12,76.3,79,0.35,0.64,2.22,4.02,1.14,0.8714
