domain,name,tier,bulk,horizon,have,why,have_v
"Science, Research Grants & Research Integrity",ROR ID (Research Organization Registry),STEEL,yes,now,"no - would be new acquisition, but fits the same crosswalk pattern ...","'University X Medical Center' vs 'X Univ. Med Ctr' text mismatches silently break joins, so Ripple undercounts how much federal grant mon...",no
"Science, Research Grants & Research Integrity",OpenAlex IDs (Work / Author / Institution / Funder / Source),STEEL,yes,now,no,"same repeat-PI and institution-concentration harm as ORCID/ROR, but reachable from a single bulk download instead of five separate acquis...",no
"Science, Research Grants & Research Integrity",PMID (PubMed Unique Identifier),STEEL,yes,now,no - not the same as CLINICALTRIALS(1)/NCT data,"without ingesting PubMed's grant-support linkage, Ripple can see a grant existed and a misconduct case existed but can't show the paper t...",no
"Science, Research Grants & Research Integrity",PMCID (PubMed Central ID),STEEL,yes,now,no,"a grantee who never complies with mandated public access deposit is a distinct, checkable pattern that's only visible if PMCID is tracked...",no
"Science, Research Grants & Research Integrity",ISNI (International Standard Name Identifier),STEEL,unclear,nice-to-have-later,no - public search/lookup exists but no confirmed single free bulk ...,"relying on ORCID alone misses anyone who chose not to self-register, which is exactly the kind of gap a researcher trying to obscure thei...",no
"Science, Research Grants & Research Integrity",DOI (Digital Object Identifier) for the underlying publication,STEEL,yes,now,no - no Crossref/DOI table exists anywhere in Ripple's confirmed so...,PMID only covers biomedical/life-science literature and arXiv only covers preprints in a handful of fields - a misconduct pattern in NSF-...,no
"Science, Research Grants & Research Integrity",Retraction Watch Database record,STEEL,yes,now,"no - genuine acquisition gap, not present anywhere in Ripple today","this is the authoritative public record of confirmed misconduct outcomes at the PAPER level, more complete and far more current than HHS ...",no
"Science, Research Grants & Research Integrity",NIH Grant/Project Number (incl. Core Project Number),STRONG,yes,now,"possible - NIH(1) table already ingested, needs direct column check",a PI on a currently active R01 who fabricated data on a prior grant keeps drawing taxpayer research dollars unless the misconduct finding...,likely
"Science, Research Grants & Research Integrity",Federal Award ID Number (FAIN),STRONG,yes,now,"very likely yes, hiding under a generic award-id column in USASPEND...",mismatches between agency-reported and Treasury-reported award amounts are exactly where diverted or misused research funds hide; without...,likely
"Science, Research Grants & Research Integrity",NSF Award Number,STRONG,yes,now,"possible - NSF(1) table already ingested, needs direct column check","NSF-funded misconduct (fabrication, harassment findings that removed a PI from one award) doesn't automatically flag their other active/f...",likely
"Science, Research Grants & Research Integrity",eRA Commons ID (Person ID),STRONG,yes,now,possible if NIH(1) table is RePORTER-derived - unconfirmed,"without it, checking whether a fabrication-flagged PI still holds other live NIH funding degrades to fuzzy name matching, which both miss...",likely
"Science, Research Grants & Research Integrity",HHS Office of Research Integrity (ORI) Misconduct Findings,STRONG,unclear,now,"no - genuine acquisition gap, though GOVINFO(2) might already conta...","this is the single most direct public list of who defrauded federally funded science; without it, a debarred researcher moving to a new u...",no
"Science, Research Grants & Research Integrity",Federalwide Assurance (FWA) Number / IRB Organization (IORG) Number,STRONG,unclear,now,no - OHRP maintains a public searchable database (ohrp.cit.nih.gov)...,"an institution running federally funded human-subjects research on a lapsed, suspended, or never-held FWA is running trials without legal...",no
"Science, Research Grants & Research Integrity",NASA Award/Grant Number (NSPIRES),STRONG,unclear,now,"possible - NASA(1) table already ingested, needs direct column chec...","same repeat-PI/institution-tracking harm pattern as NIH/NSF, just for NASA's research grants",likely
"Science, Research Grants & Research Integrity",arXiv ID,STRONG,yes,nice-to-have-later,no,a lab quietly re-posting near-duplicate preprints across grant cycles (a padding/salami-slicing pattern) only shows up if preprints are i...,no
"Science, Research Grants & Research Integrity",Semantic Scholar Author/Corpus ID (S2AG),STRONG,yes,nice-to-have-later,no,"same repeat-PI-tracking value as ORCID/OpenAlex; largely redundant with OpenAlex - listed for completeness, not as a second acquisition",no
"Science, Research Grants & Research Integrity",DOE Office of Scientific and Technical Information (OSTI) ID,STRONG,yes,nice-to-have-later,no - DOE is not in the confirmed-present or confirmed-absent lists ...,"same PI/institution-tracking harm pattern as NIH/NSF, but for the entire DOE national-lab research complex, which currently has zero visi...",no
"Science, Research Grants & Research Integrity",NIH eRA Institution Profile File (IPF) Number,STRONG,yes,now,"possible if NIH(1) table is RePORTER-derived, same unconfirmed cave...","same institution-concentration harm as ROR, but this is the number NIH's own system already uses - if an NIH institution crosswalk gets b...",likely
"Science, Research Grants & Research Integrity",USDA APHIS Animal Welfare Act Research Facility Registration/Certificate Number,STRONG,unclear,now,no - USDA/APHIS is on the confirmed-absent list,an institution holding an active NIH/NSF grant while racking up AWA welfare violations at the same facility is an oversight-failure patte...,no
"Science, Research Grants & Research Integrity",ADS Bibcode (NASA Astrophysics Data System),STRONG,yes,nice-to-have-later,no,"NASA is one of the three named agencies in this domain, but every publication-linkage candidate already in the list (PMID, PMCID, arXiv, ...",no
"Science, Research Grants & Research Integrity",NSF ID (person identifier),STRONG,unclear,nice-to-have-later,"possible - NSF(1) table already ingested, but whether this numeric ...",same repeat-PI risk as the eRA Commons entry - fuzzy name matching on NSF awards both misses name-variant cases and false-flags common su...,likely
"Science, Research Grants & Research Integrity",CIRM Grant/Award Number (California Institute for Regenerative Medicine),STRONG,yes,nice-to-have-later,no - state stem-cell/research funders are entirely outside Ripple's...,a PI's or institution's federal-grant risk picture is incomplete if a parallel multi-billion-dollar state funding stream to the same lab ...,no
"Science, Research Grants & Research Integrity",NSF Office of Inspector General (OIG) Investigative Case Records,WEAK,no,nice-to-have-later,"no - PDF semiannual reports only, would need manual/LLM extraction,...",same repeat-offender pattern as ORI but on the NSF side - currently invisible even though NSF(1) is already in the warehouse,no
"Science, Research Grants & Research Integrity",RRID (Research Resource Identifier),WEAK,yes,nice-to-have-later,no,papers built on a since-discredited or misidentified cell line keep getting cited and funded because nothing tracks which grants/papers u...,no
"Science, Research Grants & Research Integrity",OLAW Animal Welfare Assurance Number,WEAK,unclear,nice-to-have-later,"no - OLAW publishes an Assured Institutions list, format/bulk-ness ...",animal research proceeding at an institution with a lapsed/revoked Assurance is an oversight failure with real animal-welfare victims; th...,no
"Science, Research Grants & Research Integrity",Grants.gov Funding Opportunity Number,WEAK,yes,now,"plausible - GRANTS(1) table already ingested, this may literally be...","same portfolio-pattern value as the ALN/CFDA number, one notch more precise",likely
"Science, Research Grants & Research Integrity",DOI Grant/Funder IDs (Crossref Funder Registry / Grant Linking System),WEAK,yes,nice-to-have-later,no,"same publication-to-funder linkage value as PMID's grant-support field, but covers non-biomedical fields PubMed doesn't index (physics, e...",no
"Science, Research Grants & Research Integrity","SAM.gov Exclusion Record, filtered to research-fraud causes",WEAK,yes,now,"yes - SAM(1); this is a look-harder note, not an acquisition ask","without filtering by cause, the existing SAM data can't distinguish 'barred for research fraud' from 'barred for a contracting dispute,' ...",yes
"Science, Research Grants & Research Integrity",NASA Technical Reports Server (NTRS) ID,WEAK,yes,nice-to-have-later,"unclear, check NASA(1)",NASA-funded technical work that never reaches peer review normally escapes tracking entirely; a systemic engineering-safety concealment p...,unclear
"Science, Research Grants & Research Integrity",OSF (Open Science Framework) Registration ID/DOI,WEAK,yes,nice-to-have-later,no,silently swapping primary outcomes after seeing the data is a well-documented way weak or negative results get dressed up as positive fin...,no
"Science, Research Grants & Research Integrity",PubPeer entry (publication comment thread),WEAK,no,nice-to-have-later,no,ORI findings and retractions lag the underlying misconduct by years; PubPeer is the earliest public signal and the resource investigative...,no
"Science, Research Grants & Research Integrity",dbGaP Study Accession Number,WEAK,yes,nice-to-have-later,no,a funded genomics study that never deposits its data is both a compliance failure and a red flag that the underlying results were never i...,no
International & Cross-Border Identifiers,GLEIF Registration Authority Entity ID (embedded national company number),STEEL,yes,now,"yes, almost certainly -- GLEIF(3 tables). This field is part of the...","This is the cheapest possible cross-border bridge -- no new acquisition, just re-parsing data already paid for -- and it's exactly what's...",yes
International & Cross-Border Identifiers,GLEIF Level 2 Relationship Data (direct/ultimate parent LEI),STEEL,yes,now,unclear -- GLEIF(3 tables). Worth a direct check of whether ingesti...,This is corporate parent/subsidiary shell-chain tracing Ripple may already own without using -- a subsidiary implicated in an EPA violati...,unclear
International & Cross-Border Identifiers,MIC (Market Identifier Code),STEEL,yes,now,unclear -- possible SEC(26 tables) exchange-listing field carries a...,"Helps catch 'delisted from NYSE for fraud, still trading on a thinly-regulated foreign venue' -- without a clean venue ID, automated join...",unclear
International & Cross-Border Identifiers,SIREN / SIRET (France),STEEL,yes,now,"likely -- France is already a single-country source (FR, 1 table) a...","This is the establishment-vs-entity granularity gap -- a plant leak or labor violation happens at one SIRET-numbered site, not the whole ...",likely
International & Cross-Border Identifiers,GIIN (FATCA Global Intermediary Identification Number),STEEL,yes,nice-to-have-later,no -- IRS's 9 existing tables read as domestic tax-stats/990 data; ...,"GIIN is the join key IRS itself uses to track which foreign banks report US account holders under FATCA -- without it, Ripple can't conne...",no
International & Cross-Border Identifiers,Offshore secrecy-jurisdiction company registry numbers,STEEL,no,nice-to-have-later,no,"Naming this explicitly as a structural gap, not an oversight -- these registries are closed or fee-per-lookup by design, since that close...",no
International & Cross-Border Identifiers,EORI Number,STEEL,no,nice-to-have-later,possible -- worth checking whether CBP(1 table)'s underlying trade/...,US import/export enforcement data shows only the US-side party; EORI would show who the shipment's EU/UK counterparty actually is -- usef...,likely
