column_name,plain,confidence,varies,author,written_on
OBJECTID,A row number from the map file the data came from. Not a real ID; do not join on it.,checked,no,claude-code,2026-09-23
ADDRESS_TYPE,,sampled,yes,claude-code,2026-09-23
ENCOUNTER_TYPE,,sampled,yes,claude-code,2026-09-23
TOTAL,,sampled,yes,claude-code,2026-09-23
OTHER,,sampled,yes,claude-code,2026-09-23
COUNT,A count of whatever the row describes. Filled on just one row in the ICE statistics table and empty in the DHS yearbook table.,checked,no,claude-code,2026-09-23
VISA_CLASS,"The visa type, like H-1B or E-3 Australian. Empty in the DHS yearbook table.",checked,no,claude-code,2026-09-23
JOB_TITLE,"The job or position title, like SOFTWARE DEVELOPER or Judge. Mostly blank in the CourtListener positions table.",checked,no,claude-code,2026-09-23
PERSON_HASH,"A 40-character scrambled code standing in for one person, so you can follow them across rows without a name.",checked,no,claude-code,2026-09-23
DETENTION_FACILITY,"The jail or ICE site where the person was held, like KROME NORTH SPC or GRAYSON COUNTY JAIL.",checked,no,claude-code,2026-09-23
BIRTH_COUNTRY,"The country the person was born in, in capitals like MEXICO.",checked,no,claude-code,2026-09-23
CITIZENSHIP_COUNTRY,"The country the person is a citizen of, in capitals like HONDURAS.",checked,no,claude-code,2026-09-23
ENTRY_STATUS,"How the person came into the U.S., like Present Without Admission, shortened to PWA, or Border Crossing Card. Often blank or Not Applicable.",checked,no,claude-code,2026-09-23
ENTRY_DATE,The date the person entered the U.S. Filled on about six in ten detention rows but blank on most detainer rows.,checked,no,claude-code,2026-09-23
MSC_CHARGE_DATE,The date of the person's most serious criminal charge. Blank on most rows.,checked,no,claude-code,2026-09-23
MSC_CONVICTION_DATE,The date of the person's most serious criminal conviction. Blank on most rows.,checked,no,claude-code,2026-09-23
MSC_SENTENCE_DAYS,The days part of the sentence for the person's most serious conviction. Read with the months and years columns; mostly blank.,checked,no,claude-code,2026-09-23
MSC_SENTENCE_MONTHS,The months part of the sentence for the person's most serious conviction. Read with the days and years columns; mostly blank.,checked,no,claude-code,2026-09-23
MSC_SENTENCE_YEARS,The years part of the sentence for the person's most serious conviction. Read with the days and months columns; mostly blank.,checked,no,claude-code,2026-09-23
FELON,"Whether ICE marks the person as an aggravated felon and for what, like Drugs or Other. Nearly every filled row says Not an Aggravated Felon, and about half the detention rows are blank.",checked,no,claude-code,2026-09-23
CASE_CATEGORY,"Where the person's immigration case stands, as a bracketed code plus words, like [16] Reinstated Final Order.",checked,no,claude-code,2026-09-23
FINAL_ORDER_YES_NO,"Whether the person has a final removal order, YES or NO.",checked,no,claude-code,2026-09-23
FINAL_ORDER_DATE,The date the final removal order was issued. Often blank.,checked,no,claude-code,2026-09-23
DEPARTED_DATE,The date the person left or was removed from the U.S. Blank if they have not left.,checked,no,claude-code,2026-09-23
DEPARTURE_COUNTRY,"The country the person was sent or went to on leaving, in capitals like GUATEMALA.",checked,no,claude-code,2026-09-23
DUPLICATE_LIKELY,"Whether this row looks like a repeat of another, the words True or False stored as text.",checked,no,claude-code,2026-09-23
FILE_ORIGINAL,The name of the spreadsheet file from the FOIA release that this row came from.,checked,no,claude-code,2026-09-23
SHEET_ORIGINAL,"The tab of the source spreadsheet this row came from, a fiscal year like FY2025.",checked,no,claude-code,2026-09-23
ROW_ORIGINAL,"The row number in the source spreadsheet, stored as text.",checked,no,claude-code,2026-09-23
RELIGION,"The person's religion. Almost always blank; ICE spells it loosely like CATH or Catholic, CourtListener uses short codes like ca or ep.",checked,no,claude-code,2026-09-23
SNAPSHOT_DATE,The date the data was captured. Stored as text in the committee table.,checked,no,claude-code,2026-09-23
SCRAPED_AT,"When the page was scraped. Added by your pipeline, not the source.",checked,no,claude-code,2026-09-23
BLACK_JAIL_RATE,"Black residents in jail relative to the Black population; values like 4545.45 point to a per-100,000 rate.",checked,no,claude-code,2026-09-23
WHITE_JAIL_RATE,"White residents in jail relative to the white population; values like 132.99 point to a per-100,000 rate.",checked,no,claude-code,2026-09-23
DATE_ADDED,The date the record was added to the source's list or database. In NIH RePORTER about four in ten rows share the one date 2011-03-09.,checked,no,claude-code,2026-09-23
VESSEL_TYPE,"For a sanctioned ship, what kind it is, like Crude Oil Tanker. Blank for everything that is not a ship.",checked,no,claude-code,2026-09-23
VESSEL_FLAG,"For a sanctioned ship, the country whose flag it flies, like Iran or Panama. Blank for everything that is not a ship.",checked,no,claude-code,2026-09-23
VESSEL_OWNER,"For a sanctioned ship, who owns it, like NITC. Almost always blank.",checked,no,claude-code,2026-09-23
NATIONALITIES,"The country or countries the sanctioned person is a national of, spelled out like Russia in the UK list and as two-letter codes like RU in the screening list. Mostly blank.",checked,no,claude-code,2026-09-23
ASSIGNED_TO_STR,"The name of the judge assigned to the case, as plain text, spelled inconsistently like M. Casey Rodgers and M CASEY RODGERS. The originating-court table adds Honorable, sometimes says Per Curiam, and is mostly blank.",checked,no,claude-code,2026-09-23
DATE_TERMINATED,The date the court case was closed.,checked,no,claude-code,2026-09-23
JURY_DEMAND,"Who asked for a jury. CourtListener spells it out like Plaintiff, Both or None and is almost always blank; the FJC table uses letter codes like P, N, B, D, Y and J that need a lookup, with -8 for missing.",checked,no,claude-code,2026-09-23
FILEPATH_IA,A link to the file's copy on the Internet Archive. Almost always blank in the dockets table.,checked,no,claude-code,2026-09-23
IA_UPLOAD_FAILURE_COUNT,How many times uploading the file to the Internet Archive failed. Almost always blank.,checked,no,claude-code,2026-09-23
ASSIGNED_TO_ID,CourtListener's number for the judge assigned to the case. Often blank.,checked,no,claude-code,2026-09-23
DOCKET_NUMBER_RAW,"The court's case number exactly as written, like 6:05-bk-08813 or 16-CR-3441.",checked,no,claude-code,2026-09-23
SHA1,"A 40-character fingerprint of a file's contents; the same fingerprint means the same file. A few rows in the financial disclosures table hold junk like t, f or 000 instead.",checked,no,claude-code,2026-09-23
CLASS_ACTION,"Whether the case was a class action. The linked table says t; the FJC table says 1, with -8 for missing.",checked,no,claude-code,2026-09-23
PLAINTIFF,"The name of the side that sued, often just a surname like JOHNSON or the government written many ways like USA, US or U S A.",checked,no,claude-code,2026-09-23
DEFENDANT,"The name of the side being sued, often cut short with ET AL. In the federal court case table, -8 stands in for a missing name.",checked,no,claude-code,2026-09-23
TRANSFER_ORIGIN,"A number code for where a transferred case came from; needs the FJC codebook, and -8 means missing. Almost always blank in the linked table.",checked,no,claude-code,2026-09-23
PROCEDURAL_PROGRESS,"A number code for how far the case got before it ended; needs the FJC codebook, and -8 means missing.",checked,no,claude-code,2026-09-23
AMOUNT_RECEIVED,"Money awarded in the case, in thousands of dollars. 9999 is the top code and -8 means missing.",checked,no,claude-code,2026-09-23
JUDGMENT,"A number code for who won the judgment; needs the FJC codebook, and -8 means missing.",checked,no,claude-code,2026-09-23
PRO_SE,"A number code, 0 to 3, for which side had no lawyer, if any; needs the FJC codebook, and -8 means missing.",checked,no,claude-code,2026-09-23
HAS_INFERRED_VALUES,"Whether some of this record's facts were guessed rather than sourced, t or f. A few rows hold stray numbers from shifted columns.",checked,no,claude-code,2026-09-23
IS_ALIAS_OF_ID,"If this record is a duplicate name for another one, the ID of the main record. Mostly blank.",checked,no,claude-code,2026-09-23
SCHOOL_ID,CourtListener's number for a school. Almost always blank in the positions table.,checked,no,claude-code,2026-09-23
DATE_GRANULARITY_START,"How exact the start date is: %Y means year only, %Y-%m means year and month, %Y-%m-%d means the full day.",checked,no,claude-code,2026-09-23
DATE_END,"The date something ended, like a conflict event or a judge's party affiliation. Almost always blank for party affiliations.",checked,no,claude-code,2026-09-23
JUDGES,"The judges who heard the case, as a comma-separated list of names, sometimes misspelled. Some rows hold non-names like Per Curiam or Certiorari.",checked,no,claude-code,2026-09-23
CASE_TITLE,"The case name, like BJELIK v. CROATIA. In the DOJ table these are website menu links, not cases.",checked,no,claude-code,2026-09-23
BIRTH_MONTH,"The month the judge was born, as a number 1 to 12 stored as text.",checked,no,claude-code,2026-09-23
BIRTH_DAY,"The day of the month the judge was born, stored as text.",checked,no,claude-code,2026-09-23
BIRTH_CITY,The city where the judge was born.,checked,no,claude-code,2026-09-23
BIRTH_STATE,"The state where the judge was born, as two letters.",checked,no,claude-code,2026-09-23
DEATH_MONTH,"The month the judge died, as a number 1 to 12 stored as text. Blank if living or unknown.",checked,no,claude-code,2026-09-23
DEATH_DAY,"The day of the month the judge died, stored as text. Blank if living or unknown.",checked,no,claude-code,2026-09-23
DEATH_CITY,The city where the judge died. Blank if living or unknown.,checked,no,claude-code,2026-09-23
DEATH_STATE,"The state where the judge died, as two letters. Blank if living or unknown.",checked,no,claude-code,2026-09-23
COURT_TYPE_1,"The kind of court for the judge's first federal judgeship, like U.S. District Court.",checked,no,claude-code,2026-09-23
COURT_NAME_1,The full court name for the judge's first federal judgeship.,checked,no,claude-code,2026-09-23
APPOINTMENT_TITLE_1,"The judge's title in their first federal judgeship, like Judge or Chief Justice.",checked,no,claude-code,2026-09-23
APPOINTING_PRESIDENT_1,The president who appointed the judge to their first federal judgeship. None means a reassignment or assignment.,checked,no,claude-code,2026-09-23
PARTY_OF_APPOINTING_PRESIDENT_1,"The party of the president who made the judge's first appointment, like Democratic or Republican.",checked,no,claude-code,2026-09-23
REAPPOINTING_PRESIDENT_1,The president who reappointed the judge in their first judgeship. Filled for only 10 judges.,checked,no,claude-code,2026-09-23
